str_code,spu_code,cluster_id,recommendation_type,spu_avg_qty_per_store,spu_adoption_rate_in_cluster,spu_sales_percentile,stores_selling_in_cluster,total_stores_in_cluster,recommended_quantity_change,opportunity_score,sub_cate_name,category_type,eligibility_status,step10_reduced,baseline_gate_passed,baseline_gate_reason,woman_into_str_cnt_avg,male_into_str_cnt_avg,affinity_level,affinity_score,consistency_penalty,adjusted_confidence,affinity_explanation,consistency_explanation,opportunity_tier,tier_score,tier_justification,seasonal_context,recommendation_framing,is_mandatory,step11_note
51233,SPU_TOP_019,0,ADD_NEW,29.202704641539246,0.8928571428571429,1.0,75,84,29.202704641539246,0.8928571428571429,直筒裤,core,UNKNOWN,False,True,Passed baseline gate,249.8466006079784,226.79255360685613,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (52% female, 48% male)",No consistency check data available,High Confidence Growth,0.775,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.78)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: 直筒裤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
32235,SPU_TOP_019,0,ADD_NEW,29.202704641539246,0.8928571428571429,1.0,75,84,29.202704641539246,0.8928571428571429,直筒裤,core,UNKNOWN,False,True,Passed baseline gate,278.4246704080048,119.69160099357968,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (70% female, 30% male)",No consistency check data available,High Confidence Growth,0.775,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.78)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: 直筒裤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
51256,SPU_TOP_019,0,ADD_NEW,29.202704641539246,0.8928571428571429,1.0,75,84,29.202704641539246,0.8928571428571429,直筒裤,core,UNKNOWN,False,True,Passed baseline gate,106.49740545431469,386.48758056550116,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (22% female, 78% male)",No consistency check data available,High Confidence Growth,0.775,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.78)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: 直筒裤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
34258,SPU_TOP_019,0,ADD_NEW,29.202704641539246,0.8928571428571429,1.0,75,84,29.202704641539246,0.8928571428571429,直筒裤,core,UNKNOWN,False,True,Passed baseline gate,99.94526114606649,195.4105512083774,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (34% female, 66% male)",No consistency check data available,High Confidence Growth,0.775,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.78)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: 直筒裤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
12030,SPU_TOP_019,0,ADD_NEW,29.202704641539246,0.8928571428571429,1.0,75,84,29.202704641539246,0.8928571428571429,直筒裤,core,UNKNOWN,False,True,Passed baseline gate,451.65154932049,229.55662950879076,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (66% female, 34% male)",No consistency check data available,High Confidence Growth,0.775,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.78)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: 直筒裤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
32330,SPU_TOP_004,3,ADD_NEW,30.95386964617014,0.8928571428571429,1.0,100,112,30.95386964617014,0.8928571428571429,T恤,summer,UNKNOWN,False,True,Passed baseline gate,309.3297620750659,254.48456716165668,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (55% female, 45% male)",No consistency check data available,High Confidence Growth,0.775,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.78)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: T恤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
33427,SPU_TOP_004,3,ADD_NEW,30.95386964617014,0.8928571428571429,1.0,100,112,30.95386964617014,0.8928571428571429,直筒裤,core,UNKNOWN,False,True,Passed baseline gate,497.3627125495254,274.8805002442701,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (64% female, 36% male)",No consistency check data available,High Confidence Growth,0.775,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.78)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: 直筒裤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
32424,SPU_TOP_004,3,ADD_NEW,30.95386964617014,0.8928571428571429,1.0,100,112,30.95386964617014,0.8928571428571429,直筒裤,core,UNKNOWN,False,True,Passed baseline gate,440.8105891540608,210.34954335232004,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (68% female, 32% male)",No consistency check data available,High Confidence Growth,0.775,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.78)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: 直筒裤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
32660,SPU_TOP_004,3,ADD_NEW,30.95386964617014,0.8928571428571429,1.0,100,112,30.95386964617014,0.8928571428571429,直筒裤,core,UNKNOWN,False,True,Passed baseline gate,400.9304278180146,69.58283636597461,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (85% female, 15% male)",No consistency check data available,High Confidence Growth,0.775,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.78)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: 直筒裤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
33534,SPU_TOP_004,3,ADD_NEW,30.95386964617014,0.8928571428571429,1.0,100,112,30.95386964617014,0.8928571428571429,直筒裤,core,UNKNOWN,False,True,Passed baseline gate,361.47260376235937,53.047965308123196,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (87% female, 13% male)",No consistency check data available,High Confidence Growth,0.775,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.78)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: 直筒裤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
32550,SPU_TOP_004,3,ADD_NEW,30.95386964617014,0.8928571428571429,1.0,100,112,30.95386964617014,0.8928571428571429,直筒裤,core,UNKNOWN,False,True,Passed baseline gate,395.7230362390332,184.5737094019135,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (68% female, 32% male)",No consistency check data available,High Confidence Growth,0.775,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.78)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: 直筒裤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
31268,SPU_TOP_004,3,ADD_NEW,30.95386964617014,0.8928571428571429,1.0,100,112,30.95386964617014,0.8928571428571429,直筒裤,core,UNKNOWN,False,True,Passed baseline gate,256.6110903072176,392.61205285562653,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (40% female, 60% male)",No consistency check data available,High Confidence Growth,0.775,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.78)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: 直筒裤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
33681,SPU_TOP_004,3,ADD_NEW,30.95386964617014,0.8928571428571429,1.0,100,112,30.95386964617014,0.8928571428571429,直筒裤,core,UNKNOWN,False,True,Passed baseline gate,376.9077718008522,396.9696819992645,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (49% female, 51% male)",No consistency check data available,High Confidence Growth,0.775,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.78)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: 直筒裤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
33689,SPU_TOP_004,3,ADD_NEW,30.95386964617014,0.8928571428571429,1.0,100,112,30.95386964617014,0.8928571428571429,直筒裤,core,UNKNOWN,False,True,Passed baseline gate,299.40193135940746,31.934957010877714,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (90% female, 10% male)",No consistency check data available,High Confidence Growth,0.775,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.78)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: 直筒裤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
34317,SPU_TOP_004,3,ADD_NEW,30.95386964617014,0.8928571428571429,1.0,100,112,30.95386964617014,0.8928571428571429,直筒裤,core,UNKNOWN,False,True,Passed baseline gate,351.1401183221353,336.8361157471995,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (51% female, 49% male)",No consistency check data available,High Confidence Growth,0.775,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.78)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: 直筒裤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
33007,SPU_TOP_004,3,ADD_NEW,30.95386964617014,0.8928571428571429,1.0,100,112,30.95386964617014,0.8928571428571429,直筒裤,core,UNKNOWN,False,True,Passed baseline gate,89.53992461517501,159.73196454739687,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (36% female, 64% male)",No consistency check data available,High Confidence Growth,0.775,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.78)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: 直筒裤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
32506,SPU_TOP_004,3,ADD_NEW,30.95386964617014,0.8928571428571429,1.0,100,112,30.95386964617014,0.8928571428571429,直筒裤,core,UNKNOWN,False,True,Passed baseline gate,133.30981797737883,230.5033505299925,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (37% female, 63% male)",No consistency check data available,High Confidence Growth,0.775,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.78)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: 直筒裤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
33062,SPU_TOP_008,10,ADD_NEW,30.844295963550213,0.8925619834710744,1.0,108,121,30.844295963550213,0.8925619834710744,直筒裤,core,UNKNOWN,False,True,Passed baseline gate,369.0772337529124,352.25857578605167,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (51% female, 49% male)",No consistency check data available,High Confidence Growth,0.7747933884297521,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.77)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: 直筒裤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
31027,SPU_TOP_008,10,ADD_NEW,30.844295963550213,0.8925619834710744,1.0,108,121,30.844295963550213,0.8925619834710744,直筒裤,core,UNKNOWN,False,True,Passed baseline gate,436.2857383293553,188.7277901287568,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (70% female, 30% male)",No consistency check data available,High Confidence Growth,0.7747933884297521,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.77)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: 直筒裤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
33177,SPU_TOP_008,10,ADD_NEW,30.844295963550213,0.8925619834710744,1.0,108,121,30.844295963550213,0.8925619834710744,直筒裤,core,UNKNOWN,False,True,Passed baseline gate,345.5314990435815,150.3203237631371,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (70% female, 30% male)",No consistency check data available,High Confidence Growth,0.7747933884297521,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.77)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: 直筒裤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
33019,SPU_TOP_008,10,ADD_NEW,30.844295963550213,0.8925619834710744,1.0,108,121,30.844295963550213,0.8925619834710744,直筒裤,core,UNKNOWN,False,True,Passed baseline gate,64.94139895611495,59.07404394735767,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (52% female, 48% male)",No consistency check data available,High Confidence Growth,0.7747933884297521,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.77)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: 直筒裤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
31262,SPU_TOP_008,10,ADD_NEW,30.844295963550213,0.8925619834710744,1.0,108,121,30.844295963550213,0.8925619834710744,直筒裤,core,UNKNOWN,False,True,Passed baseline gate,281.2952701219149,319.95161471422296,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (47% female, 53% male)",No consistency check data available,High Confidence Growth,0.7747933884297521,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.77)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: 直筒裤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
34211,SPU_TOP_008,10,ADD_NEW,30.844295963550213,0.8925619834710744,1.0,108,121,30.844295963550213,0.8925619834710744,直筒裤,core,UNKNOWN,False,True,Passed baseline gate,95.28686533559,118.75342171969955,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (45% female, 55% male)",No consistency check data available,High Confidence Growth,0.7747933884297521,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.77)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: 直筒裤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
31040,SPU_TOP_008,10,ADD_NEW,30.844295963550213,0.8925619834710744,1.0,108,121,30.844295963550213,0.8925619834710744,直筒裤,core,UNKNOWN,False,True,Passed baseline gate,193.69113691568668,381.5229278087978,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (34% female, 66% male)",No consistency check data available,High Confidence Growth,0.7747933884297521,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.77)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: 直筒裤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
33123,SPU_TOP_008,10,ADD_NEW,30.844295963550213,0.8925619834710744,1.0,108,121,30.844295963550213,0.8925619834710744,直筒裤,core,UNKNOWN,False,True,Passed baseline gate,440.7226274337712,299.05255581353396,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (60% female, 40% male)",No consistency check data available,High Confidence Growth,0.7747933884297521,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.77)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: 直筒裤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
33579,SPU_TOP_008,10,ADD_NEW,30.844295963550213,0.8925619834710744,1.0,108,121,30.844295963550213,0.8925619834710744,直筒裤,core,UNKNOWN,False,True,Passed baseline gate,359.660617738944,191.913155900495,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (65% female, 35% male)",No consistency check data available,High Confidence Growth,0.7747933884297521,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.77)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: 直筒裤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
33295,SPU_TOP_008,10,ADD_NEW,30.844295963550213,0.8925619834710744,1.0,108,121,30.844295963550213,0.8925619834710744,直筒裤,core,UNKNOWN,False,True,Passed baseline gate,152.27133226841818,57.08249179432415,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (73% female, 27% male)",No consistency check data available,High Confidence Growth,0.7747933884297521,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.77)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: 直筒裤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
32301,SPU_TOP_008,10,ADD_NEW,30.844295963550213,0.8925619834710744,1.0,108,121,30.844295963550213,0.8925619834710744,直筒裤,core,UNKNOWN,False,True,Passed baseline gate,107.36989804939209,176.9962975073359,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (38% female, 62% male)",No consistency check data available,High Confidence Growth,0.7747933884297521,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.77)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: 直筒裤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
34086,SPU_TOP_008,10,ADD_NEW,30.844295963550213,0.8925619834710744,1.0,108,121,30.844295963550213,0.8925619834710744,直筒裤,core,UNKNOWN,False,True,Passed baseline gate,483.52749539609766,237.2622278808815,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (67% female, 33% male)",No consistency check data available,High Confidence Growth,0.7747933884297521,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.77)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: 直筒裤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
33388,SPU_TOP_008,10,ADD_NEW,30.844295963550213,0.8925619834710744,1.0,108,121,30.844295963550213,0.8925619834710744,直筒裤,core,UNKNOWN,False,True,Passed baseline gate,494.5034840966993,80.48270844599126,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (86% female, 14% male)",No consistency check data available,High Confidence Growth,0.7747933884297521,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.77)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: 直筒裤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
32112,SPU_TOP_002,7,ADD_NEW,29.606249638626327,0.8909090909090909,1.0,49,55,29.606249638626327,0.8909090909090909,直筒裤,core,UNKNOWN,False,True,Passed baseline gate,77.4850819346887,132.44472981446538,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (37% female, 63% male)",No consistency check data available,High Confidence Growth,0.7736363636363637,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.77)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: 直筒裤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
36098,SPU_TOP_002,7,ADD_NEW,29.606249638626327,0.8909090909090909,1.0,49,55,29.606249638626327,0.8909090909090909,直筒裤,core,UNKNOWN,False,True,Passed baseline gate,251.74357491624,218.8600209315659,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (53% female, 47% male)",No consistency check data available,High Confidence Growth,0.7736363636363637,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.77)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: 直筒裤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
