str_code,spu_code,sub_cate_name,cluster_id,current_spu_count,target_spu_count,excess_quantity,step7_increase,step8_increase,step9_increase,reduction_allowed,is_core_subcategory,rule10_applied,rule10_reason,recommended_quantity_change
12041,SPU_毛呢大_00067,毛呢大衣,15,14.115552193852857,12.261572778105435,1.8539794157474212,False,False,False,True,False,True,Overcapacity reduction: -1.9 units,-1.8539794157474212
12046,SPU_夹克_00068,夹克,13,22.918403481223802,20.28321313664493,2.63519034457887,False,False,False,True,False,True,Overcapacity reduction: -2.6 units,-2.63519034457887
12050,SPU_针织衫_00069,针织衫,0,16.900418667735583,11.806621726039115,5.093796941696468,False,False,False,True,False,True,Overcapacity reduction: -5.1 units,-5.093796941696468
12060,SPU_T恤_00070,T恤,25,20.414738961968666,15.276881814581262,5.137857147387404,False,False,False,True,False,True,Overcapacity reduction: -5.1 units,-5.137857147387404
12062,SPU_短裤_00071,短裤,4,12.713671030214295,8.074708078733359,4.638962951480936,True,False,False,False,False,False,BLOCKED: Step 7 recommended addition,0.0
12063,SPU_短袖_00072,短袖,4,16.600797392957745,13.45147239479577,3.1493249981619744,False,False,False,True,False,True,Overcapacity reduction: -3.1 units,-3.1493249981619744
12065,SPU_内衣_00073,内衣,0,18.537328997442916,16.60929613903816,1.9280328584047552,False,False,False,True,False,True,Overcapacity reduction: -1.9 units,-1.9280328584047552
12069,SPU_束脚裤_00076,束脚裤,12,3.2497801848832193,2.06570774389906,1.1840724409841594,False,False,False,True,True,True,Overcapacity reduction: -0.6 units,-0.649956036976644
12072,SPU_羽绒服_00078,羽绒服,25,7.919108447427958,7.05563775132537,0.8634706961025884,False,False,False,True,False,True,Overcapacity reduction: -0.9 units,-0.8634706961025884
12074,SPU_棉服_00079,棉服,0,14.609424399898597,11.193102328895469,3.416322071003128,False,False,False,True,False,True,Overcapacity reduction: -3.4 units,-3.416322071003128
13032,SPU_锥形裤_00090,锥形裤,4,23.989122599691893,19.22752658036785,4.761596019324042,False,False,False,True,True,True,Overcapacity reduction: -4.8 units,-4.761596019324042
13037,SPU_夹克_00094,夹克,7,10.712926293745134,7.833746754747714,2.8791795389974206,False,False,False,True,False,True,Overcapacity reduction: -2.9 units,-2.8791795389974206
13038,SPU_针织衫_00095,针织衫,0,14.307768761515838,11.254863053851954,3.052905707663884,False,False,False,True,False,True,Overcapacity reduction: -3.1 units,-3.052905707663884
13056,SPU_短袖_00098,短袖,12,5.817008457070994,4.608597217375651,1.2084112396953426,False,False,False,True,False,True,Overcapacity reduction: -1.2 units,-1.2084112396953426
13058,SPU_配饰_00100,配饰,12,6.71657138758762,4.2086759026243215,2.5078954849632984,False,False,False,True,False,True,Overcapacity reduction: -2.5 units,-2.5078954849632984
13068,SPU_锥形裤_00103,锥形裤,15,20.73642815544735,13.744204054097372,6.9922241013499775,True,False,False,False,True,False,BLOCKED: Step 7 recommended addition,0.0
13091,SPU_毛呢大_00106,毛呢大衣,15,14.71757986201051,10.496360857555532,4.221219004454978,False,False,False,True,False,True,Overcapacity reduction: -4.2 units,-4.221219004454978
13095,SPU_夹克_00107,夹克,12,7.651856153923982,6.635369688364417,1.0164864655595656,False,False,False,True,False,True,Overcapacity reduction: -1.0 units,-1.0164864655595656
13098,SPU_针织衫_00108,针织衫,4,20.361767249361442,15.497991867402472,4.86377538195897,False,False,False,True,False,True,Overcapacity reduction: -4.9 units,-4.86377538195897
13102,SPU_T恤_00109,T恤,25,12.496510017052946,8.859084476419806,3.6374255406331404,False,False,False,True,False,True,Overcapacity reduction: -3.6 units,-3.6374255406331404
13106,SPU_短袖_00111,短袖,12,8.411070024459178,5.766028642931191,2.645041381527987,True,False,False,False,False,False,BLOCKED: Step 7 recommended addition,0.0
13119,SPU_锥形裤_00116,锥形裤,7,9.349872171285627,6.959502837417943,2.3903693338676844,True,False,False,False,True,False,BLOCKED: Step 7 recommended addition,0.0
13121,SPU_羽绒服_00117,羽绒服,25,10.405294120266253,9.333424687775105,1.0718694324911482,False,False,False,True,False,True,Overcapacity reduction: -1.1 units,-1.0718694324911482
13130,SPU_夹克_00120,夹克,13,23.643490050062834,19.442897639253385,4.200592410809449,False,False,False,True,False,True,Overcapacity reduction: -4.2 units,-4.200592410809449
13134,SPU_针织衫_00121,针织衫,7,6.074992285778369,3.943257948596303,2.131734337182066,False,False,False,True,False,True,Overcapacity reduction: -2.1 units,-2.131734337182066
13135,SPU_T恤_00122,T恤,22,17.634338855316404,15.22125878741939,2.4130800678970132,False,False,False,True,False,True,Overcapacity reduction: -2.4 units,-2.4130800678970132
13142,SPU_短袖_00124,短袖,7,8.108679293229981,6.187456324845262,1.9212229683847193,False,False,False,True,False,True,Overcapacity reduction: -1.9 units,-1.9212229683847193
13146,SPU_直筒裤_00127,直筒裤,25,8.466761075918246,6.527592585981681,1.9391684899365647,False,False,False,True,True,True,Overcapacity reduction: -1.7 units,-1.6933522151836493
13147,SPU_束脚裤_00128,束脚裤,25,10.525798471749964,8.988354954674511,1.5374435170754523,False,False,False,True,True,True,Overcapacity reduction: -1.5 units,-1.5374435170754523
13148,SPU_锥形裤_00129,锥形裤,25,20.54049804715018,16.774927069478203,3.7655709776719775,False,False,False,True,True,True,Overcapacity reduction: -3.8 units,-3.7655709776719775
13149,SPU_羽绒服_00130,羽绒服,7,18.266865778276202,12.854554160992903,5.412311617283299,False,False,False,True,False,True,Overcapacity reduction: -5.4 units,-5.412311617283299
13153,SPU_毛呢大_00132,毛呢大衣,11,14.129550935458251,12.174546319312153,1.9550046161460983,False,False,False,True,False,True,Overcapacity reduction: -2.0 units,-1.9550046161460983
14006,SPU_T恤_00135,T恤,22,24.66650637717136,21.614089477287184,3.052416899884175,False,False,False,True,False,True,Overcapacity reduction: -3.1 units,-3.052416899884175
14009,SPU_短裤_00136,短裤,11,16.008059586388445,11.214592977071256,4.793466609317189,False,False,False,True,False,True,Overcapacity reduction: -4.8 units,-4.793466609317189
14011,SPU_内衣_00138,内衣,4,19.225027458414463,14.14446511132551,5.080562347088952,False,False,False,True,False,True,Overcapacity reduction: -5.1 units,-5.080562347088952
14019,SPU_直筒裤_00140,直筒裤,12,3.28807804494334,2.9208690901214167,0.3672089548219235,True,False,False,False,True,False,BLOCKED: Step 7 recommended addition,0.0
14023,SPU_锥形裤_00142,锥形裤,6,7.617923048102886,5.006547143531917,2.611375904570969,False,False,False,True,True,True,Overcapacity reduction: -1.5 units,-1.5235846096205774
14028,SPU_棉服_00144,棉服,15,11.816787339257171,7.735014212281676,4.081773126975495,False,False,False,True,False,True,Overcapacity reduction: -4.1 units,-4.081773126975495
15001,SPU_夹克_00146,夹克,22,18.751389034642745,12.499519329765283,6.251869704877462,False,False,False,True,False,True,Overcapacity reduction: -6.3 units,-6.251869704877462
15004,SPU_短裤_00149,短裤,26,17.697873004554214,15.377695048418508,2.3201779561357068,False,False,False,True,False,True,Overcapacity reduction: -2.3 units,-2.3201779561357068
15006,SPU_短袖_00150,短袖,12,7.573497613212601,5.8687977290498745,1.7046998841627268,False,False,False,True,False,True,Overcapacity reduction: -1.7 units,-1.7046998841627268
15007,SPU_内衣_00151,内衣,12,20.9837583582457,14.980467137980119,6.003291220265583,False,False,False,True,False,True,Overcapacity reduction: -6.0 units,-6.003291220265583
15011,SPU_束脚裤_00154,束脚裤,12,12.354697098323136,9.420336257060825,2.9343608412623112,False,False,False,True,True,True,Overcapacity reduction: -2.5 units,-2.4709394196646275
15013,SPU_羽绒服_00156,羽绒服,21,3.4045948840442684,2.631598443357479,0.7729964406867893,False,False,False,True,False,True,Overcapacity reduction: -0.8 units,-0.7729964406867893
15017,SPU_棉服_00157,棉服,7,17.33124854374101,10.455920558071963,6.875327985669049,False,False,False,True,False,True,Overcapacity reduction: -6.9 units,-6.875327985669049
15021,SPU_针织衫_00160,针织衫,5,4.821570694352783,3.4560473138431296,1.3655233805096532,False,False,False,True,False,True,Overcapacity reduction: -1.4 units,-1.3655233805096532
15025,SPU_短裤_00162,短裤,3,19.116586138625507,12.974029641351875,6.142556497273633,True,False,False,False,False,False,BLOCKED: Step 7 recommended addition,0.0
15026,SPU_短袖_00163,短袖,12,13.9200574384272,11.57137710989422,2.3486803285329803,False,False,False,True,False,True,Overcapacity reduction: -2.3 units,-2.3486803285329803
15028,SPU_配饰_00165,配饰,7,20.587149337317545,15.997639667080053,4.589509670237492,False,False,False,True,False,True,Overcapacity reduction: -4.6 units,-4.589509670237492
15032,SPU_锥形裤_00168,锥形裤,26,8.492696194902091,7.61200701694315,0.8806891779589412,True,False,False,False,True,False,BLOCKED: Step 7 recommended addition,0.0
15033,SPU_羽绒服_00169,羽绒服,7,18.522653795345146,14.26954814128024,4.253105654064907,False,False,False,True,False,True,Overcapacity reduction: -4.3 units,-4.253105654064907
21022,SPU_毛呢大_00171,毛呢大衣,26,21.964938321764894,18.641086172161774,3.3238521496031197,False,False,False,True,False,True,Overcapacity reduction: -3.3 units,-3.3238521496031197
21024,SPU_夹克_00172,夹克,12,8.060194420329466,6.519783524078985,1.5404108962504814,False,False,False,True,False,True,Overcapacity reduction: -1.5 units,-1.5404108962504814
21039,SPU_T恤_00174,T恤,21,22.491510461196118,13.65954940680974,8.831961054386378,False,False,False,True,False,True,Overcapacity reduction: -8.8 units,-8.831961054386378
21058,SPU_配饰_00178,配饰,26,10.801687468097084,7.238019855948096,3.563667612148988,False,False,False,True,False,True,Overcapacity reduction: -3.6 units,-3.563667612148988
21061,SPU_直筒裤_00179,直筒裤,22,24.729892574192693,19.880216831318094,4.849675742874599,False,False,False,True,True,True,Overcapacity reduction: -4.8 units,-4.849675742874599
21066,SPU_羽绒服_00182,羽绒服,7,16.3702094873349,10.689065951696078,5.681143535638823,False,False,False,True,False,True,Overcapacity reduction: -5.7 units,-5.681143535638823
21068,SPU_棉服_00183,棉服,22,20.150858418468573,17.948990018961045,2.2018683995075286,False,False,False,True,False,True,Overcapacity reduction: -2.2 units,-2.2018683995075286
21073,SPU_毛呢大_00184,毛呢大衣,1,24.887972098221578,20.594088667069393,4.293883431152185,False,False,False,True,False,True,Overcapacity reduction: -4.3 units,-4.293883431152185
21076,SPU_夹克_00185,夹克,5,20.948328749793593,15.94361227217673,5.004716477616862,False,False,False,True,False,True,Overcapacity reduction: -5.0 units,-5.004716477616862
21077,SPU_针织衫_00186,针织衫,26,5.012710422750607,3.2023924923951754,1.8103179303554318,False,False,False,True,False,True,Overcapacity reduction: -1.8 units,-1.8103179303554318
31026,SPU_毛呢大_00197,毛呢大衣,27,16.917681648946857,14.907328943185213,2.010352705761644,False,False,False,True,False,True,Overcapacity reduction: -2.0 units,-2.010352705761644
31027,SPU_夹克_00198,夹克,10,9.621198472829958,7.453072346410377,2.1681261264195806,False,False,False,True,False,True,Overcapacity reduction: -2.2 units,-2.1681261264195806
31030,SPU_T恤_00200,T恤,1,19.681790310438497,13.719842728947993,5.961947581490504,False,False,False,True,False,True,Overcapacity reduction: -6.0 units,-5.961947581490504
31031,SPU_短裤_00201,短裤,5,18.032498285343113,16.213692723016127,1.818805562326986,False,False,False,True,False,True,Overcapacity reduction: -1.8 units,-1.818805562326986
31039,SPU_配饰_00204,配饰,10,12.234000972374691,8.34682529907688,3.8871756732978113,False,False,False,True,False,True,Overcapacity reduction: -3.9 units,-3.8871756732978113
31040,SPU_直筒裤_00205,直筒裤,10,22.67018248094096,13.81385409067516,8.856328390265798,False,False,False,True,True,True,Overcapacity reduction: -4.5 units,-4.534036496188192
31061,SPU_棉服_00209,棉服,27,18.08243631903737,13.516229917293844,4.566206401743527,False,False,False,True,False,True,Overcapacity reduction: -4.6 units,-4.566206401743527
31064,SPU_毛呢大_00210,毛呢大衣,27,8.917854897572148,6.5685891093320885,2.34926578824006,False,False,False,True,False,True,Overcapacity reduction: -2.3 units,-2.34926578824006
31091,SPU_短裤_00214,短裤,5,10.182148781367822,7.180329942918582,3.00181883844924,False,False,False,True,False,True,Overcapacity reduction: -3.0 units,-3.00181883844924
31111,SPU_直筒裤_00218,直筒裤,3,10.467904235941733,9.090799060875204,1.3771051750665286,False,False,False,True,True,True,Overcapacity reduction: -1.4 units,-1.3771051750665286
31136,SPU_毛呢大_00223,毛呢大衣,17,4.588364997541868,3.389823893053722,1.1985411044881462,False,False,False,True,False,True,Overcapacity reduction: -1.2 units,-1.1985411044881462
31139,SPU_夹克_00224,夹克,17,19.339543466399583,13.756442165177706,5.583101301221877,False,False,False,True,False,True,Overcapacity reduction: -5.6 units,-5.583101301221877
31141,SPU_T恤_00226,T恤,17,22.81544100824769,17.74368479842001,5.071756209827679,False,False,False,True,False,True,Overcapacity reduction: -5.1 units,-5.071756209827679
31157,SPU_束脚裤_00232,束脚裤,1,6.7346739119258965,5.715482101227219,1.0191918106986773,False,False,False,True,True,True,Overcapacity reduction: -1.0 units,-1.0191918106986773
31158,SPU_锥形裤_00233,锥形裤,5,16.57718970528866,10.779910487172172,5.797279218116488,False,False,False,True,True,True,Overcapacity reduction: -3.3 units,-3.3154379410577324
31161,SPU_棉服_00235,棉服,5,7.528506620808901,4.646037604694213,2.8824690161146886,False,False,False,True,False,True,Overcapacity reduction: -2.9 units,-2.8824690161146886
31171,SPU_T恤_00239,T恤,5,6.072327604638884,4.927112297190448,1.145215307448436,False,False,False,True,False,True,Overcapacity reduction: -1.1 units,-1.145215307448436
31175,SPU_内衣_00242,内衣,17,22.115909658531802,19.446178969087185,2.6697306894446164,True,False,False,False,False,False,BLOCKED: Step 7 recommended addition,0.0
31180,SPU_配饰_00243,配饰,27,7.744853352749778,6.160023183348173,1.584830169401605,False,False,False,True,False,True,Overcapacity reduction: -1.6 units,-1.584830169401605
31186,SPU_羽绒服_00247,羽绒服,10,14.97876015513869,10.633997924160013,4.344762230978677,False,False,False,True,False,True,Overcapacity reduction: -4.3 units,-4.344762230978677
31187,SPU_棉服_00248,棉服,10,11.548278227947606,8.222091598413227,3.3261866295343783,False,False,False,True,False,True,Overcapacity reduction: -3.3 units,-3.3261866295343783
31192,SPU_夹克_00250,夹克,17,14.419799272996798,10.128097116812695,4.291702156184103,False,False,False,True,False,True,Overcapacity reduction: -4.3 units,-4.291702156184103
31197,SPU_T恤_00252,T恤,17,24.021521311008563,14.467414315343117,9.554106995665446,False,False,False,True,False,True,Overcapacity reduction: -9.6 units,-9.554106995665446
31204,SPU_短裤_00253,短裤,27,8.356610524678583,7.35658169567969,1.000028828998893,False,False,False,True,False,True,Overcapacity reduction: -1.0 units,-1.000028828998893
31209,SPU_短袖_00254,短袖,10,13.689178702099165,9.475471394230814,4.213707307868351,False,False,False,True,False,True,Overcapacity reduction: -4.2 units,-4.213707307868351
31215,SPU_配饰_00256,配饰,1,6.985285689762967,5.291696294472884,1.6935893952900827,False,False,False,True,False,True,Overcapacity reduction: -1.7 units,-1.6935893952900827
31228,SPU_毛呢大_00262,毛呢大衣,27,19.211222388772008,12.078371516845293,7.132850871926715,False,False,False,True,False,True,Overcapacity reduction: -7.1 units,-7.132850871926715
31234,SPU_夹克_00263,夹克,10,16.356068793953177,11.731746884671718,4.624321909281459,False,False,False,True,False,True,Overcapacity reduction: -4.6 units,-4.624321909281459
31236,SPU_T恤_00265,T恤,17,18.233595329136133,11.509645162500421,6.723950166635712,True,False,False,False,False,False,BLOCKED: Step 7 recommended addition,0.0
31237,SPU_短裤_00266,短裤,17,9.031534664315728,7.841695562902573,1.1898391014131553,False,False,False,True,False,True,Overcapacity reduction: -1.2 units,-1.1898391014131553
31238,SPU_短袖_00267,短袖,5,7.986440848993737,6.03549660455023,1.950944244443507,False,False,False,True,False,True,Overcapacity reduction: -2.0 units,-1.950944244443507
31242,SPU_束脚裤_00271,束脚裤,5,7.4205411504992425,5.454923509947366,1.9656176405518764,False,False,False,True,True,True,Overcapacity reduction: -1.5 units,-1.4841082300998485
31246,SPU_棉服_00274,棉服,3,4.960737506552365,4.205813906834184,0.7549235997181816,False,False,False,True,False,True,Overcapacity reduction: -0.8 units,-0.7549235997181816
31248,SPU_毛呢大_00275,毛呢大衣,3,3.7955283715447665,2.6873894085821672,1.1081389629625993,False,False,False,True,False,True,Overcapacity reduction: -1.1 units,-1.1081389629625993
31250,SPU_夹克_00276,夹克,3,15.183649295672279,11.147239539151096,4.0364097565211825,False,False,False,True,False,True,Overcapacity reduction: -4.0 units,-4.0364097565211825
31252,SPU_T恤_00278,T恤,10,5.5600607534804745,4.800513620589381,0.7595471328910932,False,False,True,False,False,False,BLOCKED: Step 9 applied increase,0.0
31253,SPU_短裤_00279,短裤,5,20.38066959875535,14.692303522731246,5.688366076024105,False,False,False,True,False,True,Overcapacity reduction: -5.7 units,-5.688366076024105
31258,SPU_配饰_00282,配饰,1,11.770586610990888,7.303080388222498,4.46750622276839,False,False,False,True,False,True,Overcapacity reduction: -4.5 units,-4.46750622276839
31265,SPU_毛呢大_00288,毛呢大衣,17,20.907345929132415,16.45760937940784,4.449736549724573,False,False,False,True,False,True,Overcapacity reduction: -4.4 units,-4.449736549724573
31278,SPU_直筒裤_00296,直筒裤,10,18.138963533903926,15.45913979511326,2.6798237387906667,False,False,False,True,True,True,Overcapacity reduction: -2.7 units,-2.6798237387906667
32002,SPU_锥形裤_00298,锥形裤,5,4.466344892335179,3.667896999310514,0.7984478930246652,True,False,True,False,True,False,BLOCKED: Step 7 recommended addition,0.0
32023,SPU_棉服_00300,棉服,17,24.04303076258856,16.56470268848349,7.478328074105072,False,False,False,True,False,True,Overcapacity reduction: -7.5 units,-7.478328074105072
32024,SPU_毛呢大_00301,毛呢大衣,17,17.550153443549117,11.048149691323818,6.502003752225299,False,False,False,True,False,True,Overcapacity reduction: -6.5 units,-6.502003752225299
32063,SPU_夹克_00302,夹克,8,8.831021423150089,7.86277066458823,0.9682507585618589,False,False,False,True,False,True,Overcapacity reduction: -1.0 units,-0.9682507585618589
32068,SPU_针织衫_00303,针织衫,29,16.7425985147938,10.655256328193826,6.087342186599976,False,False,False,True,False,True,Overcapacity reduction: -6.1 units,-6.087342186599976
32092,SPU_T恤_00304,T恤,5,17.165893577904875,15.287028733017038,1.8788648448878362,False,False,False,True,False,True,Overcapacity reduction: -1.9 units,-1.8788648448878362
32112,SPU_配饰_00308,配饰,7,22.51234780460393,19.018073066811393,3.494274737792537,False,False,False,True,False,True,Overcapacity reduction: -3.5 units,-3.494274737792537
32121,SPU_束脚裤_00310,束脚裤,1,20.081843822993942,15.332649933181136,4.7491938898128065,False,False,False,True,True,True,Overcapacity reduction: -4.0 units,-4.016368764598789
32124,SPU_锥形裤_00311,锥形裤,27,3.9498221875342567,3.230140779369767,0.7196814081644898,False,False,True,False,True,False,BLOCKED: Step 9 applied increase,0.0
32145,SPU_毛呢大_00314,毛呢大衣,1,6.521575969000606,4.395566067877735,2.1260099011228712,False,False,False,True,False,True,Overcapacity reduction: -2.1 units,-2.1260099011228712
32147,SPU_针织衫_00316,针织衫,10,16.55167990572394,13.822929162295901,2.728750743428039,False,False,False,True,False,True,Overcapacity reduction: -2.7 units,-2.728750743428039
32162,SPU_短裤_00318,短裤,27,10.19249555943774,8.796075034796138,1.3964205246416022,False,False,False,True,False,True,Overcapacity reduction: -1.4 units,-1.3964205246416022
32177,SPU_束脚裤_00323,束脚裤,3,13.96162500979598,9.776928026739313,4.184696983056668,False,False,False,True,True,True,Overcapacity reduction: -2.8 units,-2.7923250019591963
32201,SPU_夹克_00328,夹克,1,10.359248352322506,8.80027588019243,1.5589724721300762,False,False,False,True,False,True,Overcapacity reduction: -1.6 units,-1.5589724721300762
32204,SPU_针织衫_00329,针织衫,29,9.571962618953007,6.976975256526478,2.5949873624265294,False,False,False,True,False,True,Overcapacity reduction: -2.6 units,-2.5949873624265294
32210,SPU_内衣_00333,内衣,29,4.255203865327595,2.8684058613360994,1.3867980039914958,False,False,True,False,False,False,BLOCKED: Step 9 applied increase,0.0
32215,SPU_束脚裤_00336,束脚裤,17,10.641553177694538,8.504057879889533,2.137495297805005,False,False,False,True,True,True,Overcapacity reduction: -2.1 units,-2.1283106355389076
32218,SPU_羽绒服_00338,羽绒服,21,8.643661373773451,6.652153809723911,1.9915075640495399,False,False,False,True,False,True,Overcapacity reduction: -2.0 units,-1.9915075640495399
32219,SPU_棉服_00339,棉服,0,16.387599999322266,10.576131758735592,5.811468240586674,False,False,False,True,False,True,Overcapacity reduction: -5.8 units,-5.811468240586674
32232,SPU_T恤_00343,T恤,3,17.321416277320992,13.056031283166758,4.265384994154234,False,False,False,True,False,True,Overcapacity reduction: -4.3 units,-4.265384994154234
32233,SPU_短裤_00344,短裤,1,4.143044706193905,2.807270127984644,1.3357745782092607,False,False,False,True,False,True,Overcapacity reduction: -1.3 units,-1.3357745782092607
32234,SPU_短袖_00345,短袖,1,19.64853312514997,16.96354188573699,2.6849912394129802,False,False,False,True,False,True,Overcapacity reduction: -2.7 units,-2.6849912394129802
32241,SPU_锥形裤_00350,锥形裤,16,23.13198150495495,18.70844656221153,4.423534942743419,True,False,False,False,True,False,BLOCKED: Step 7 recommended addition,0.0
32242,SPU_羽绒服_00351,羽绒服,3,21.857943653972566,19.56409327230797,2.293850381664594,False,False,False,True,False,True,Overcapacity reduction: -2.3 units,-2.293850381664594
32249,SPU_T恤_00356,T恤,29,4.746944862146649,4.070282663276955,0.6766621988696944,True,False,True,False,False,False,BLOCKED: Step 7 recommended addition,0.0
32256,SPU_短袖_00358,短袖,3,13.872673839506598,9.046765675925526,4.825908163581072,False,False,False,True,False,True,Overcapacity reduction: -4.8 units,-4.825908163581072
32257,SPU_内衣_00359,内衣,5,5.214024527517733,3.6726672327492076,1.5413572947685252,False,False,False,True,False,True,Overcapacity reduction: -1.5 units,-1.5413572947685252
32259,SPU_配饰_00360,配饰,27,17.32524686739683,14.76863409538624,2.556612772010592,False,False,False,True,False,True,Overcapacity reduction: -2.6 units,-2.556612772010592
32262,SPU_束脚裤_00362,束脚裤,27,6.847391617871106,5.827899486163236,1.01949213170787,False,False,False,True,True,True,Overcapacity reduction: -1.0 units,-1.01949213170787
32263,SPU_锥形裤_00363,锥形裤,27,18.27131261721628,12.128375133420558,6.142937483795723,True,False,False,False,True,False,BLOCKED: Step 7 recommended addition,0.0
32273,SPU_短裤_00370,短裤,17,18.481091504137506,12.429793494783821,6.051298009353685,False,False,False,True,False,True,Overcapacity reduction: -6.1 units,-6.051298009353685
32276,SPU_短袖_00371,短袖,27,9.627835736720009,6.642973023999684,2.984862712720325,False,False,False,True,False,True,Overcapacity reduction: -3.0 units,-2.984862712720325
32282,SPU_直筒裤_00374,直筒裤,3,21.825314064425868,18.5386848555496,3.286629208876267,True,False,False,False,True,False,BLOCKED: Step 7 recommended addition,0.0
32285,SPU_锥形裤_00376,锥形裤,5,14.383819738610908,10.505636831202578,3.8781829074083305,False,False,False,True,True,True,Overcapacity reduction: -2.9 units,-2.876763947722182
32288,SPU_棉服_00378,棉服,17,8.223536304245737,5.882734641231695,2.340801663014042,False,False,False,True,False,True,Overcapacity reduction: -2.3 units,-2.340801663014042
32297,SPU_T恤_00382,T恤,17,7.5538367256453895,4.549669890774913,3.0041668348704764,False,False,False,True,False,True,Overcapacity reduction: -3.0 units,-3.0041668348704764
