str_code,spu_code,sub_cate_name,category_type,cluster_id,current_spu_count,target_spu_count,eligibility_status,excess_quantity,is_overcapacity,original_reduction,original_recommended
S01017,SPU_针织衫_0017,针织衫,transition,4,13.140441247373728,11.046631436749951,INELIGIBLE,2.0938098106237764,True,2.0938098106237764,True
S01018,SPU_T恤_0018,T恤,summer,1,5.234546101117909,5.6479512033917985,ELIGIBLE,-0.4134051022738898,False,0.0,False
S01019,SPU_短裤_0019,短裤,summer,3,7.9826360613320775,9.244172814257471,ELIGIBLE,-1.2615367529253936,False,0.0,False
S01020,SPU_短袖_0020,短袖,summer,3,6.110669776011355,3.878813133611334,ELIGIBLE,2.2318566424000212,True,2.2318566424000212,True
S01021,SPU_内衣_0021,内衣,all_season,1,14.349471902413368,8.883291769925934,ELIGIBLE,5.466180132487434,True,5.466180132487434,True
S01022,SPU_配饰_0022,配饰,all_season,5,15.94409267507096,18.773253113099127,ELIGIBLE,-2.8291604380281665,False,0.0,False
S01023,SPU_直筒裤_0023,直筒裤,core,1,10.743903121306847,12.568032698557428,ELIGIBLE,-1.8241295772505808,False,0.0,False
S01024,SPU_束脚裤_0024,束脚裤,core,5,13.419157963542444,14.744422185405524,ELIGIBLE,-1.3252642218630797,False,0.0,False
S01025,SPU_锥形裤_0025,锥形裤,core,1,15.65994334528681,11.459961425792423,ELIGIBLE,4.1999819194943875,True,4.1999819194943875,True
S01026,SPU_羽绒服_0026,羽绒服,winter,3,5.471437785301013,5.81543362388029,INELIGIBLE,-0.34399583857927674,False,0.0,False
S01027,SPU_棉服_0027,棉服,winter,4,18.613497108891394,13.459696670773464,INELIGIBLE,5.15380043811793,True,5.15380043811793,True
S01028,SPU_毛呢大_0028,毛呢大衣,winter,3,8.045918371021541,9.00960290273964,INELIGIBLE,-0.9636845317180995,False,0.0,False
S01029,SPU_夹克_0029,夹克,transition,3,7.418319308810066,8.617298311923191,INELIGIBLE,-1.1989790031131253,False,0.0,False
S01030,SPU_针织衫_0030,针织衫,transition,1,6.582413897454059,6.869986971394464,INELIGIBLE,-0.287573073940405,False,0.0,False
S01031,SPU_T恤_0031,T恤,summer,4,18.388384977349666,21.35788906121521,ELIGIBLE,-2.9695040838655444,False,0.0,False
S01032,SPU_短裤_0032,短裤,summer,4,10.344467571154624,10.90748021691957,ELIGIBLE,-0.563012645764946,False,0.0,False
S01033,SPU_短袖_0033,短袖,summer,3,11.406616829393844,13.370221620703,ELIGIBLE,-1.9636047913091552,False,0.0,False
S01034,SPU_内衣_0034,内衣,all_season,3,11.261165047231685,7.161646133836507,ELIGIBLE,4.099518913395178,True,4.099518913395178,True
S01035,SPU_配饰_0035,配饰,all_season,4,8.661882833716612,5.765602711675384,ELIGIBLE,2.8962801220412286,True,2.8962801220412286,True
S01036,SPU_直筒裤_0036,直筒裤,core,1,11.057542565870612,7.476829688835269,ELIGIBLE,3.580712877035343,True,3.580712877035343,True
S01037,SPU_束脚裤_0037,束脚裤,core,4,8.776734437380462,9.304880242026396,ELIGIBLE,-0.5281458046459342,False,0.0,False
S01038,SPU_锥形裤_0038,锥形裤,core,1,19.966107275734128,17.829424058012805,ELIGIBLE,2.1366832177213233,True,2.1366832177213233,True
S01039,SPU_羽绒服_0039,羽绒服,winter,4,5.77218126874984,5.036111361456263,INELIGIBLE,0.7360699072935768,True,0.7360699072935768,False
S01040,SPU_棉服_0040,棉服,winter,3,15.210581773321502,16.57279026161264,INELIGIBLE,-1.3622084882911363,False,0.0,False
S01041,SPU_毛呢大_0041,毛呢大衣,winter,4,6.212799894990729,4.179027308724724,INELIGIBLE,2.0337725862660054,True,2.0337725862660054,True
S01042,SPU_夹克_0042,夹克,transition,5,14.484587458903691,16.036682512853158,INELIGIBLE,-1.5520950539494667,False,0.0,False
S01043,SPU_针织衫_0043,针织衫,transition,1,7.260763159481442,8.271189558169965,INELIGIBLE,-1.010426398688523,False,0.0,False
S01044,SPU_T恤_0044,T恤,summer,3,13.863394147823627,13.909386869920336,ELIGIBLE,-0.04599272209670957,False,0.0,False
S01045,SPU_短裤_0045,短裤,summer,3,17.14251569209573,10.780121826146337,ELIGIBLE,6.362393865949395,True,6.362393865949395,True
S01046,SPU_短袖_0046,短袖,summer,1,15.364066071536989,13.53603407436458,ELIGIBLE,1.8280319971724097,True,1.8280319971724097,True
S01047,SPU_内衣_0047,内衣,all_season,1,15.13535175558921,15.7682262599845,ELIGIBLE,-0.6328745043952893,False,0.0,False
S01048,SPU_配饰_0048,配饰,all_season,2,8.869124415727335,10.318733489503137,ELIGIBLE,-1.449609073775802,False,0.0,False
S01049,SPU_直筒裤_0049,直筒裤,core,1,12.749538369065213,11.460255452555177,ELIGIBLE,1.289282916510036,True,1.289282916510036,True
S01050,SPU_束脚裤_0050,束脚裤,core,4,13.374401804106464,13.879170742156196,ELIGIBLE,-0.5047689380497324,False,0.0,False
S01051,SPU_锥形裤_0051,锥形裤,core,1,10.238143619189913,12.075092355918569,ELIGIBLE,-1.8369487367286563,False,0.0,False
S01052,SPU_羽绒服_0052,羽绒服,winter,1,14.630474692314316,9.487696258722355,INELIGIBLE,5.14277843359196,True,5.14277843359196,True
S01053,SPU_棉服_0053,棉服,winter,4,13.71029932154682,12.0930328624158,INELIGIBLE,1.6172664591310202,True,1.6172664591310202,True
S01054,SPU_毛呢大_0054,毛呢大衣,winter,1,5.07592375769328,3.8811535180444428,INELIGIBLE,1.1947702396488373,True,1.1947702396488373,True
S01055,SPU_夹克_0055,夹克,transition,3,14.779418892539008,12.025329847180652,INELIGIBLE,2.7540890453583557,True,2.7540890453583557,True
S01056,SPU_针织衫_0056,针织衫,transition,1,12.40840572775152,8.80923144634894,INELIGIBLE,3.599174281402579,True,3.599174281402579,True
S01057,SPU_T恤_0057,T恤,summer,3,14.86419338450515,15.142673357354226,ELIGIBLE,-0.2784799728490768,False,0.0,False
S01058,SPU_短裤_0058,短裤,summer,3,14.544989272788431,11.30089310870268,ELIGIBLE,3.244096164085752,True,3.244096164085752,True
S01059,SPU_短袖_0059,短袖,summer,5,12.301132294391827,13.369840806008265,ELIGIBLE,-1.0687085116164372,False,0.0,False
S01060,SPU_内衣_0060,内衣,all_season,5,12.539556396577881,13.774747076168705,ELIGIBLE,-1.2351906795908238,False,0.0,False
S01061,SPU_配饰_0061,配饰,all_season,5,8.452779023623329,9.419784042923297,ELIGIBLE,-0.9670050192999682,False,0.0,False
S01062,SPU_直筒裤_0062,直筒裤,core,1,5.654056576316506,6.185475150283377,ELIGIBLE,-0.5314185739668709,False,0.0,False
S01063,SPU_束脚裤_0063,束脚裤,core,5,18.252410333993883,21.73158201992561,ELIGIBLE,-3.4791716859317283,False,0.0,False
S01064,SPU_锥形裤_0064,锥形裤,core,5,11.422762224759715,13.624202599423503,ELIGIBLE,-2.201440374663788,False,0.0,False
S01065,SPU_羽绒服_0065,羽绒服,winter,1,6.130193840091923,4.029212792204188,INELIGIBLE,2.1009810478877355,True,2.1009810478877355,True
S01066,SPU_棉服_0066,棉服,winter,1,9.753830077344166,7.481581516667338,INELIGIBLE,2.272248560676828,True,2.272248560676828,True
S01067,SPU_毛呢大_0067,毛呢大衣,winter,2,18.95025252216248,12.557870249922717,INELIGIBLE,6.392382272239763,True,6.392382272239763,True
S01068,SPU_夹克_0068,夹克,transition,2,8.812454736046082,6.14021204460657,INELIGIBLE,2.6722426914395117,True,2.6722426914395117,True
S01069,SPU_针织衫_0069,针织衫,transition,1,7.049319971630432,7.828720952417069,INELIGIBLE,-0.7794009807866376,False,0.0,False
S01070,SPU_T恤_0070,T恤,summer,2,17.140417332177705,20.112813611706088,ELIGIBLE,-2.9723962795283825,False,0.0,False
S01071,SPU_短裤_0071,短裤,summer,5,6.223912706003605,4.906735631770418,ELIGIBLE,1.3171770742331876,True,1.3171770742331876,True
S01072,SPU_短袖_0072,短袖,summer,4,14.749458961666477,17.096961225635035,ELIGIBLE,-2.3475022639685577,False,0.0,False
S01073,SPU_内衣_0073,内衣,all_season,4,18.299257234259898,14.157393628588677,ELIGIBLE,4.141863605671221,True,4.141863605671221,True
S01074,SPU_配饰_0074,配饰,all_season,3,11.983970271986902,12.670750641427553,ELIGIBLE,-0.6867803694406511,False,0.0,False
S01075,SPU_直筒裤_0075,直筒裤,core,2,17.90606927467513,10.952254798292136,ELIGIBLE,6.953814476382993,True,6.953814476382993,True
S01076,SPU_束脚裤_0076,束脚裤,core,3,6.905907689778272,7.969408569662949,ELIGIBLE,-1.0635008798846775,False,0.0,False
S01077,SPU_锥形裤_0077,锥形裤,core,4,19.478777455861547,22.759093474033268,ELIGIBLE,-3.280316018171721,False,0.0,False
S01078,SPU_羽绒服_0078,羽绒服,winter,4,11.170308575850179,11.47939792279617,INELIGIBLE,-0.3090893469459921,False,0.0,False
S01079,SPU_棉服_0079,棉服,winter,5,19.543053006712384,19.70356993812211,INELIGIBLE,-0.16051693140972745,False,0.0,False
S01080,SPU_毛呢大_0080,毛呢大衣,winter,3,11.584571310584542,7.038846034812535,INELIGIBLE,4.545725275772007,True,4.545725275772007,True
S01081,SPU_夹克_0081,夹克,transition,5,6.213094499257965,7.0686374884949545,INELIGIBLE,-0.8555429892369899,False,0.0,False
S01082,SPU_针织衫_0082,针织衫,transition,1,7.599414801062687,5.130158755889466,INELIGIBLE,2.4692560451732204,True,2.4692560451732204,True
S01083,SPU_T恤_0083,T恤,summer,1,14.90296065076597,13.210872301811436,ELIGIBLE,1.6920883489545329,True,1.6920883489545329,True
S01084,SPU_短裤_0084,短裤,summer,5,14.175811193515283,14.878168740305506,ELIGIBLE,-0.702357546790223,False,0.0,False
S01085,SPU_短袖_0085,短袖,summer,3,16.367691656965537,10.390567351067427,ELIGIBLE,5.97712430589811,True,5.97712430589811,True
S01086,SPU_内衣_0086,内衣,all_season,5,6.412354824028402,5.7317036134348625,ELIGIBLE,0.6806512105935392,True,0.6806512105935392,False
S01087,SPU_配饰_0087,配饰,all_season,5,12.112607436309878,9.053989493210366,ELIGIBLE,3.0586179430995113,True,3.0586179430995113,True
S01088,SPU_直筒裤_0088,直筒裤,core,4,7.598028048650228,8.20359807854446,ELIGIBLE,-0.6055700298942313,False,0.0,False
S01089,SPU_束脚裤_0089,束脚裤,core,2,19.23718597387079,20.240957804195098,ELIGIBLE,-1.0037718303243075,False,0.0,False
S01090,SPU_锥形裤_0090,锥形裤,core,2,14.387898735713545,16.852516556350537,ELIGIBLE,-2.4646178206369918,False,0.0,False
S01091,SPU_羽绒服_0091,羽绒服,winter,5,15.259456540972117,18.14011112480878,INELIGIBLE,-2.8806545838366624,False,0.0,False
S01092,SPU_棉服_0092,棉服,winter,2,5.397669658124327,6.412680107282408,INELIGIBLE,-1.0150104491580807,False,0.0,False
S01093,SPU_毛呢大_0093,毛呢大衣,winter,4,10.822548893097828,11.814441755647396,INELIGIBLE,-0.9918928625495678,False,0.0,False
S01094,SPU_夹克_0094,夹克,transition,3,17.30959213615933,20.149842944806764,INELIGIBLE,-2.8402508086474327,False,0.0,False
S01095,SPU_针织衫_0095,针织衫,transition,2,8.10026539815118,5.381627885248747,INELIGIBLE,2.7186375129024327,True,2.7186375129024327,True
S01096,SPU_T恤_0096,T恤,summer,2,5.584446984653504,5.96034081875506,ELIGIBLE,-0.3758938341015554,False,0.0,False
S01097,SPU_短裤_0097,短裤,summer,2,9.784634454406419,9.830175931250718,ELIGIBLE,-0.04554147684429921,False,0.0,False
S01098,SPU_短袖_0098,短袖,summer,2,8.910417923538546,10.145206457765687,ELIGIBLE,-1.2347885342271407,False,0.0,False
S01099,SPU_内衣_0099,内衣,all_season,2,14.43414270169826,16.556166770128574,ELIGIBLE,-2.1220240684303135,False,0.0,False
S01000,SPU_配饰_0100,配饰,all_season,5,19.51370827280371,21.166405958845694,ELIGIBLE,-1.6526976860419822,False,0.0,False
S01001,SPU_直筒裤_0101,直筒裤,core,3,19.8575771300101,21.33505269648788,ELIGIBLE,-1.477475566477782,False,0.0,False
S01002,SPU_束脚裤_0102,束脚裤,core,5,8.578952896855103,9.848481377624797,ELIGIBLE,-1.2695284807696936,False,0.0,False
S01003,SPU_锥形裤_0103,锥形裤,core,3,6.546858032538989,7.208421143142916,ELIGIBLE,-0.661563110603927,False,0.0,False
S01004,SPU_羽绒服_0104,羽绒服,winter,1,9.800744015459177,10.56363722019128,INELIGIBLE,-0.7628932047321033,False,0.0,False
S01005,SPU_棉服_0105,棉服,winter,4,19.378122453247975,20.753601701263957,INELIGIBLE,-1.3754792480159814,False,0.0,False
S01006,SPU_毛呢大_0106,毛呢大衣,winter,4,19.250929505762073,21.458771977800964,INELIGIBLE,-2.207842472038891,False,0.0,False
S01007,SPU_夹克_0107,夹克,transition,5,6.375562208877216,7.081595859972387,INELIGIBLE,-0.7060336510951704,False,0.0,False
S01008,SPU_针织衫_0108,针织衫,transition,5,16.2856179415652,18.857501820221273,INELIGIBLE,-2.571883878656074,False,0.0,False
S01009,SPU_T恤_0109,T恤,summer,5,18.96393658530939,22.741291968747706,ELIGIBLE,-3.777355383438316,False,0.0,False
S01010,SPU_短裤_0110,短裤,summer,2,11.622957520600655,12.438691577447427,ELIGIBLE,-0.8157340568467717,False,0.0,False
S01011,SPU_短袖_0111,短袖,summer,2,19.529779159612023,22.798923085297865,ELIGIBLE,-3.2691439256858423,False,0.0,False
S01012,SPU_内衣_0112,内衣,all_season,1,6.516840141841854,5.280535217330557,ELIGIBLE,1.2363049245112974,True,1.2363049245112974,True
S01013,SPU_配饰_0113,配饰,all_season,2,10.949774029313778,11.270831963140882,ELIGIBLE,-0.32105793382710424,False,0.0,False
S01014,SPU_直筒裤_0114,直筒裤,core,5,6.2725657112778785,6.742093343316383,ELIGIBLE,-0.46952763203850445,False,0.0,False
S01015,SPU_束脚裤_0115,束脚裤,core,1,18.20539952957625,15.880717690112895,ELIGIBLE,2.3246818394633557,True,2.3246818394633557,True
S01016,SPU_锥形裤_0116,锥形裤,core,5,16.300672778884124,10.188739025242665,ELIGIBLE,6.111933753641459,True,6.111933753641459,True
S01017,SPU_羽绒服_0117,羽绒服,winter,5,10.669813851833817,11.200581937479004,INELIGIBLE,-0.5307680856451871,False,0.0,False
S01018,SPU_棉服_0118,棉服,winter,3,6.66796223459227,6.683103369499095,INELIGIBLE,-0.015141134906825116,False,0.0,False
S01019,SPU_毛呢大_0119,毛呢大衣,winter,4,13.57209537807516,15.654583722066738,INELIGIBLE,-2.082488343991578,False,0.0,False
S01020,SPU_夹克_0120,夹克,transition,1,16.163174854149467,16.930946579047912,INELIGIBLE,-0.767771724898445,False,0.0,False
S01021,SPU_针织衫_0121,针织衫,transition,1,10.623058692855562,9.141989071509279,INELIGIBLE,1.4810696213462826,True,1.4810696213462826,True
S01022,SPU_T恤_0122,T恤,summer,5,19.44833809160917,17.327762253876518,ELIGIBLE,2.120575837732652,True,2.120575837732652,True
S01023,SPU_短裤_0123,短裤,summer,5,9.840295824163755,8.633806664870288,ELIGIBLE,1.2064891592934668,True,1.2064891592934668,True
S01024,SPU_短袖_0124,短袖,summer,4,6.106948471030983,7.290844598604085,ELIGIBLE,-1.1838961275731021,False,0.0,False
S01025,SPU_内衣_0125,内衣,all_season,2,7.493231478638794,5.157952281001015,ELIGIBLE,2.335279197637779,True,2.335279197637779,True
S01026,SPU_配饰_0126,配饰,all_season,1,14.41337120126095,17.01111618450024,ELIGIBLE,-2.597744983239288,False,0.0,False
S01027,SPU_直筒裤_0127,直筒裤,core,1,18.728815125036597,18.945559573740223,ELIGIBLE,-0.21674444870362564,False,0.0,False
S01028,SPU_束脚裤_0128,束脚裤,core,4,6.601340989038266,4.29683906480352,ELIGIBLE,2.3045019242347458,True,2.3045019242347458,True
S01029,SPU_锥形裤_0129,锥形裤,core,4,11.955476074099732,9.266651648680392,ELIGIBLE,2.688824425419339,True,2.688824425419339,True
S01030,SPU_羽绒服_0130,羽绒服,winter,4,10.405176428079024,7.657921149547192,INELIGIBLE,2.7472552785318314,True,2.7472552785318314,True
S01031,SPU_棉服_0131,棉服,winter,1,9.196452607534185,10.305143609675692,INELIGIBLE,-1.1086910021415068,False,0.0,False
S01032,SPU_毛呢大_0132,毛呢大衣,winter,5,6.9977768783562455,6.173155688999589,INELIGIBLE,0.8246211893566562,True,0.8246211893566562,False
S01033,SPU_夹克_0133,夹克,transition,3,15.885792625825399,17.214617054167064,INELIGIBLE,-1.3288244283416653,False,0.0,False
S01034,SPU_针织衫_0134,针织衫,transition,2,13.27381808816105,9.601968534510526,INELIGIBLE,3.6718495536505245,True,3.6718495536505245,True
S01035,SPU_T恤_0135,T恤,summer,1,12.20555122799532,13.125212587427265,ELIGIBLE,-0.9196613594319452,False,0.0,False
S01036,SPU_短裤_0136,短裤,summer,2,10.713362849465323,12.517747966656092,ELIGIBLE,-1.804385117190769,False,0.0,False
S01037,SPU_短袖_0137,短袖,summer,5,5.95267744385002,3.8106400128288307,ELIGIBLE,2.1420374310211896,True,2.1420374310211896,True
S01038,SPU_内衣_0138,内衣,all_season,5,5.845632449763906,6.796016553247227,ELIGIBLE,-0.9503841034833211,False,0.0,False
S01039,SPU_配饰_0139,配饰,all_season,5,19.949552556108582,23.017743526934517,ELIGIBLE,-3.0681909708259347,False,0.0,False
S01040,SPU_直筒裤_0140,直筒裤,core,5,16.35621803063684,10.996701642820998,ELIGIBLE,5.359516387815841,True,5.359516387815841,True
S01041,SPU_束脚裤_0141,束脚裤,core,1,6.937391227272425,7.778445345519345,ELIGIBLE,-0.8410541182469204,False,0.0,False
S01042,SPU_锥形裤_0142,锥形裤,core,1,15.075510266087852,16.155407412614654,ELIGIBLE,-1.0798971465268021,False,0.0,False
S01043,SPU_羽绒服_0143,羽绒服,winter,2,12.472477799688393,14.546330290308076,INELIGIBLE,-2.0738524906196822,False,0.0,False
S01044,SPU_棉服_0144,棉服,winter,2,17.782722504778103,19.77772336281948,INELIGIBLE,-1.9950008580413758,False,0.0,False
S01045,SPU_毛呢大_0145,毛呢大衣,winter,3,11.052242993185956,6.726779735694345,INELIGIBLE,4.325463257491611,True,4.325463257491611,True
S01046,SPU_夹克_0146,夹克,transition,5,14.30464327030197,14.913918542250757,INELIGIBLE,-0.6092752719487873,False,0.0,False
S01047,SPU_针织衫_0147,针织衫,transition,4,19.70694087638567,22.216203277485068,INELIGIBLE,-2.5092624010993987,False,0.0,False
S01048,SPU_T恤_0148,T恤,summer,3,6.365031365769954,7.061933948667507,ELIGIBLE,-0.696902582897553,False,0.0,False
S01049,SPU_短裤_0149,短裤,summer,1,16.754795191117147,13.179757690701061,ELIGIBLE,3.5750375004160855,True,3.5750375004160855,True
S01050,SPU_短袖_0150,短袖,summer,3,15.46462807240195,16.885353580628472,ELIGIBLE,-1.4207255082265213,False,0.0,False
S01051,SPU_内衣_0151,内衣,all_season,1,12.381744396193072,9.134517110784332,ELIGIBLE,3.2472272854087407,True,3.2472272854087407,True
S01052,SPU_配饰_0152,配饰,all_season,2,14.31208526633137,9.48518047391813,ELIGIBLE,4.82690479241324,True,4.82690479241324,True
S01053,SPU_直筒裤_0153,直筒裤,core,3,8.602184281672896,5.493904704417586,ELIGIBLE,3.10827957725531,True,3.10827957725531,True
S01054,SPU_束脚裤_0154,束脚裤,core,3,7.082407589741152,7.340037367775405,ELIGIBLE,-0.2576297780342536,False,0.0,False
S01055,SPU_锥形裤_0155,锥形裤,core,1,18.45182614859018,20.915358015657382,ELIGIBLE,-2.4635318670672035,False,0.0,False
S01056,SPU_羽绒服_0156,羽绒服,winter,2,14.029030933114402,11.87609643931901,INELIGIBLE,2.1529344937953923,True,2.1529344937953923,True
S01057,SPU_棉服_0157,棉服,winter,2,9.178855085479379,5.751569362208884,INELIGIBLE,3.4272857232704945,True,3.4272857232704945,True
S01058,SPU_毛呢大_0158,毛呢大衣,winter,1,13.016352555987845,11.301645680243858,INELIGIBLE,1.7147068757439872,True,1.7147068757439872,True
S01059,SPU_夹克_0159,夹克,transition,1,12.551259062822853,12.649942433114763,INELIGIBLE,-0.09868337029191032,False,0.0,False
S01060,SPU_针织衫_0160,针织衫,transition,1,12.217180910844398,13.467382170606248,INELIGIBLE,-1.25020125976185,False,0.0,False
S01061,SPU_T恤_0161,T恤,summer,3,18.813086007977198,12.850528507270257,ELIGIBLE,5.962557500706941,True,5.962557500706941,True
S01062,SPU_短裤_0162,短裤,summer,1,6.267755115210229,7.50407858136145,ELIGIBLE,-1.2363234661512212,False,0.0,False
S01063,SPU_短袖_0163,短袖,summer,2,16.399331134063786,18.7625274296978,ELIGIBLE,-2.3631962956340153,False,0.0,False
S01064,SPU_内衣_0164,内衣,all_season,2,5.550248043358969,4.517928969001382,ELIGIBLE,1.032319074357587,True,1.032319074357587,True
S01065,SPU_配饰_0165,配饰,all_season,3,12.981702278979736,9.531473609998569,ELIGIBLE,3.4502286689811665,True,3.4502286689811665,True
S01066,SPU_直筒裤_0166,直筒裤,core,3,10.957457487561237,8.99850035160055,ELIGIBLE,1.9589571359606879,True,1.9589571359606879,True
S01067,SPU_束脚裤_0167,束脚裤,core,4,5.3010679666658955,3.516910856950956,ELIGIBLE,1.7841571097149393,True,1.7841571097149393,True
S01068,SPU_锥形裤_0168,锥形裤,core,2,13.030033460232852,9.158524630927248,ELIGIBLE,3.871508829305604,True,3.871508829305604,True
S01069,SPU_羽绒服_0169,羽绒服,winter,1,15.186534787167345,16.70045674585301,INELIGIBLE,-1.5139219586856658,False,0.0,False
S01070,SPU_棉服_0170,棉服,winter,4,13.056598127278217,15.003178855805093,INELIGIBLE,-1.9465807285268752,False,0.0,False
S01071,SPU_毛呢大_0171,毛呢大衣,winter,1,13.466878137839618,9.44343349962965,INELIGIBLE,4.023444638209968,True,4.023444638209968,True
S01072,SPU_夹克_0172,夹克,transition,4,14.688758619974019,15.734882390389322,INELIGIBLE,-1.0461237704153028,False,0.0,False
S01073,SPU_针织衫_0173,针织衫,transition,5,9.95522721921371,9.970228478604067,INELIGIBLE,-0.015001259390357902,False,0.0,False
S01074,SPU_T恤_0174,T恤,summer,5,7.2928870877649805,4.727281586345676,ELIGIBLE,2.565605501419305,True,2.565605501419305,True
S01075,SPU_短裤_0175,短裤,summer,3,6.318314368102158,6.388641616389997,ELIGIBLE,-0.07032724828783898,False,0.0,False
S01076,SPU_短袖_0176,短袖,summer,1,6.203506184924633,6.712686035825396,ELIGIBLE,-0.5091798509007628,False,0.0,False
S01077,SPU_内衣_0177,内衣,all_season,4,19.958833021525916,22.25808426985517,ELIGIBLE,-2.2992512483292558,False,0.0,False
S01078,SPU_配饰_0178,配饰,all_season,3,17.982606888409705,18.91015991924144,ELIGIBLE,-0.927553030831735,False,0.0,False
S01079,SPU_直筒裤_0179,直筒裤,core,3,17.312922097300287,19.165531949517817,ELIGIBLE,-1.8526098522175296,False,0.0,False
S01080,SPU_束脚裤_0180,束脚裤,core,2,9.199686404904263,9.54383517104966,ELIGIBLE,-0.3441487661453966,False,0.0,False
S01081,SPU_锥形裤_0181,锥形裤,core,4,11.381546579246251,11.93334611139522,ELIGIBLE,-0.5517995321489693,False,0.0,False
S01082,SPU_羽绒服_0182,羽绒服,winter,1,14.159300636624488,10.964558397560596,INELIGIBLE,3.194742239063892,True,3.194742239063892,True
S01083,SPU_棉服_0183,棉服,winter,3,18.980215133854013,14.769737767114968,INELIGIBLE,4.210477366739045,True,4.210477366739045,True
S01084,SPU_毛呢大_0184,毛呢大衣,winter,2,11.814019583286495,13.111014587307448,INELIGIBLE,-1.2969950040209532,False,0.0,False
S01085,SPU_夹克_0185,夹克,transition,2,9.835307674620845,10.336201511834549,INELIGIBLE,-0.5008938372137042,False,0.0,False
S01086,SPU_针织衫_0186,针织衫,transition,5,5.040663491214945,3.7399195732047095,INELIGIBLE,1.3007439180102351,True,1.3007439180102351,True
S01087,SPU_T恤_0187,T恤,summer,3,10.23302399814493,11.932973664788282,ELIGIBLE,-1.6999496666433522,False,0.0,False
S01088,SPU_短裤_0188,短裤,summer,4,11.127774394038754,13.33314232492291,ELIGIBLE,-2.2053679308841563,False,0.0,False
S01089,SPU_短袖_0189,短袖,summer,2,7.718495992484902,6.34719862393888,ELIGIBLE,1.3712973685460224,True,1.3712973685460224,True
S01090,SPU_内衣_0190,内衣,all_season,4,17.62743165137408,14.782015046139113,ELIGIBLE,2.845416605234968,True,2.845416605234968,True
S01091,SPU_配饰_0191,配饰,all_season,4,7.454839142985568,6.294660538571568,ELIGIBLE,1.160178604414,True,1.160178604414,True
S01092,SPU_直筒裤_0192,直筒裤,core,3,14.50637845580266,15.423751913647518,ELIGIBLE,-0.9173734578448585,False,0.0,False
S01093,SPU_束脚裤_0193,束脚裤,core,2,10.886676611339531,11.842820559010354,ELIGIBLE,-0.9561439476708227,False,0.0,False
S01094,SPU_锥形裤_0194,锥形裤,core,3,14.361523162727565,15.62173152635017,ELIGIBLE,-1.2602083636226045,False,0.0,False
S01095,SPU_羽绒服_0195,羽绒服,winter,1,8.48319042720226,9.134514894050302,INELIGIBLE,-0.6513244668480418,False,0.0,False
S01096,SPU_棉服_0196,棉服,winter,5,18.597081664468202,19.031874146362156,INELIGIBLE,-0.4347924818939539,False,0.0,False
S01097,SPU_毛呢大_0197,毛呢大衣,winter,3,14.415620796071268,9.251680493742244,INELIGIBLE,5.163940302329024,True,5.163940302329024,True
