status,reason,current_quantity,minimum_threshold,minimum_reference_source,recommended_increase,recommended_quantity_change,sell_through_valid,eligibility_status,adjusted_by_step8,is_core_subcategory,rule9_applied,rule9_reason,str_code,spu_code,sub_cate_name,category_type,cluster_id
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.18631314159464357,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.19, threshold=1.00 (global_fallback), increase=+1",S01017,SPU_针织衫_0017,针织衫,transition,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.4283063384285038,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.43, threshold=1.00 (global_fallback), increase=+1",S01018,SPU_T恤_0018,T恤,summer,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.4283063384285038,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.43, threshold=1.00 (global_fallback), increase=+1",S01018,SPU_T恤_0018,T恤,summer,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.4283063384285038,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.43, threshold=1.00 (global_fallback), increase=+1",S01018,SPU_T恤_0018,T恤,summer,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.4283063384285038,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.43, threshold=1.00 (global_fallback), increase=+1",S01018,SPU_T恤_0018,T恤,summer,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.4283063384285038,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.43, threshold=1.00 (global_fallback), increase=+1",S01018,SPU_T恤_0018,T恤,summer,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.29530041779821936,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.30, threshold=1.00 (global_fallback), increase=+1",S01022,SPU_配饰_0022,配饰,all_season,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.29530041779821936,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.30, threshold=1.00 (global_fallback), increase=+1",S01022,SPU_配饰_0022,配饰,all_season,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.29530041779821936,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.30, threshold=1.00 (global_fallback), increase=+1",S01022,SPU_配饰_0022,配饰,all_season,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.29530041779821936,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.30, threshold=1.00 (global_fallback), increase=+1",S01022,SPU_配饰_0022,配饰,all_season,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.29530041779821936,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.30, threshold=1.00 (global_fallback), increase=+1",S01022,SPU_配饰_0022,配饰,all_season,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.29750085027088097,1.0,global_fallback,1.0,1,True,UNKNOWN,False,True,True,"Below minimum: current=0.30, threshold=1.00 (global_fallback), increase=+1",S01023,SPU_直筒裤_0023,直筒裤,core,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.29750085027088097,1.0,global_fallback,1.0,1,True,UNKNOWN,False,True,True,"Below minimum: current=0.30, threshold=1.00 (global_fallback), increase=+1",S01023,SPU_直筒裤_0023,直筒裤,core,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.29750085027088097,1.0,global_fallback,1.0,1,True,UNKNOWN,False,True,True,"Below minimum: current=0.30, threshold=1.00 (global_fallback), increase=+1",S01023,SPU_直筒裤_0023,直筒裤,core,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.29750085027088097,1.0,global_fallback,1.0,1,True,UNKNOWN,False,True,True,"Below minimum: current=0.30, threshold=1.00 (global_fallback), increase=+1",S01023,SPU_直筒裤_0023,直筒裤,core,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.29750085027088097,1.0,global_fallback,1.0,1,True,UNKNOWN,False,True,True,"Below minimum: current=0.30, threshold=1.00 (global_fallback), increase=+1",S01023,SPU_直筒裤_0023,直筒裤,core,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.5065590213925749,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.51, threshold=1.00 (global_fallback), increase=+1",S01027,SPU_棉服_0027,棉服,winter,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.5065590213925749,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.51, threshold=1.00 (global_fallback), increase=+1",S01027,SPU_棉服_0027,棉服,winter,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.5065590213925749,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.51, threshold=1.00 (global_fallback), increase=+1",S01027,SPU_棉服_0027,棉服,winter,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.5065590213925749,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.51, threshold=1.00 (global_fallback), increase=+1",S01027,SPU_棉服_0027,棉服,winter,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.5065590213925749,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.51, threshold=1.00 (global_fallback), increase=+1",S01027,SPU_棉服_0027,棉服,winter,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.6279872368273433,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.63, threshold=1.00 (global_fallback), increase=+1",S01030,SPU_针织衫_0030,针织衫,transition,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.6279872368273433,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.63, threshold=1.00 (global_fallback), increase=+1",S01030,SPU_针织衫_0030,针织衫,transition,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.6279872368273433,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.63, threshold=1.00 (global_fallback), increase=+1",S01030,SPU_针织衫_0030,针织衫,transition,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.6279872368273433,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.63, threshold=1.00 (global_fallback), increase=+1",S01030,SPU_针织衫_0030,针织衫,transition,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.6779616922092043,1.0,global_fallback,1.0,1,False,UNKNOWN,False,True,True,"Below minimum: current=0.68, threshold=1.00 (global_fallback), increase=+1",S01038,SPU_锥形裤_0038,锥形裤,core,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.6779616922092043,1.0,global_fallback,1.0,1,False,UNKNOWN,False,True,True,"Below minimum: current=0.68, threshold=1.00 (global_fallback), increase=+1",S01038,SPU_锥形裤_0038,锥形裤,core,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.6779616922092043,1.0,global_fallback,1.0,1,False,UNKNOWN,False,True,True,"Below minimum: current=0.68, threshold=1.00 (global_fallback), increase=+1",S01038,SPU_锥形裤_0038,锥形裤,core,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.6779616922092043,1.0,global_fallback,1.0,1,False,UNKNOWN,False,True,True,"Below minimum: current=0.68, threshold=1.00 (global_fallback), increase=+1",S01038,SPU_锥形裤_0038,锥形裤,core,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.6779616922092043,1.0,global_fallback,1.0,1,False,UNKNOWN,False,True,True,"Below minimum: current=0.68, threshold=1.00 (global_fallback), increase=+1",S01038,SPU_锥形裤_0038,锥形裤,core,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.8956404086378729,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.90, threshold=1.00 (global_fallback), increase=+1",S01039,SPU_羽绒服_0039,羽绒服,winter,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.8956404086378729,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.90, threshold=1.00 (global_fallback), increase=+1",S01039,SPU_羽绒服_0039,羽绒服,winter,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.8956404086378729,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.90, threshold=1.00 (global_fallback), increase=+1",S01039,SPU_羽绒服_0039,羽绒服,winter,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.8956404086378729,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.90, threshold=1.00 (global_fallback), increase=+1",S01039,SPU_羽绒服_0039,羽绒服,winter,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.3147798855121255,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.31, threshold=1.00 (global_fallback), increase=+1",S01041,SPU_毛呢大_0041,毛呢大衣,winter,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.3147798855121255,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.31, threshold=1.00 (global_fallback), increase=+1",S01041,SPU_毛呢大_0041,毛呢大衣,winter,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.3147798855121255,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.31, threshold=1.00 (global_fallback), increase=+1",S01041,SPU_毛呢大_0041,毛呢大衣,winter,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.3147798855121255,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.31, threshold=1.00 (global_fallback), increase=+1",S01041,SPU_毛呢大_0041,毛呢大衣,winter,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.4174270617711107,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.42, threshold=1.00 (global_fallback), increase=+1",S01045,SPU_短裤_0045,短裤,summer,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.4174270617711107,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.42, threshold=1.00 (global_fallback), increase=+1",S01045,SPU_短裤_0045,短裤,summer,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.4174270617711107,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.42, threshold=1.00 (global_fallback), increase=+1",S01045,SPU_短裤_0045,短裤,summer,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.4174270617711107,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.42, threshold=1.00 (global_fallback), increase=+1",S01045,SPU_短裤_0045,短裤,summer,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.4174270617711107,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.42, threshold=1.00 (global_fallback), increase=+1",S01045,SPU_短裤_0045,短裤,summer,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.5177946080438435,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.52, threshold=1.00 (global_fallback), increase=+1",S01047,SPU_内衣_0047,内衣,all_season,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.5177946080438435,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.52, threshold=1.00 (global_fallback), increase=+1",S01047,SPU_内衣_0047,内衣,all_season,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.5177946080438435,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.52, threshold=1.00 (global_fallback), increase=+1",S01047,SPU_内衣_0047,内衣,all_season,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.8701187317423401,1.0,global_fallback,1.0,1,True,UNKNOWN,False,True,True,"Below minimum: current=0.87, threshold=1.00 (global_fallback), increase=+1",S01050,SPU_束脚裤_0050,束脚裤,core,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.8701187317423401,1.0,global_fallback,1.0,1,True,UNKNOWN,False,True,True,"Below minimum: current=0.87, threshold=1.00 (global_fallback), increase=+1",S01050,SPU_束脚裤_0050,束脚裤,core,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.8701187317423401,1.0,global_fallback,1.0,1,True,UNKNOWN,False,True,True,"Below minimum: current=0.87, threshold=1.00 (global_fallback), increase=+1",S01050,SPU_束脚裤_0050,束脚裤,core,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.8701187317423401,1.0,global_fallback,1.0,1,True,UNKNOWN,False,True,True,"Below minimum: current=0.87, threshold=1.00 (global_fallback), increase=+1",S01050,SPU_束脚裤_0050,束脚裤,core,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.8638922245305554,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.86, threshold=1.00 (global_fallback), increase=+1",S01052,SPU_羽绒服_0052,羽绒服,winter,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.8638922245305554,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.86, threshold=1.00 (global_fallback), increase=+1",S01052,SPU_羽绒服_0052,羽绒服,winter,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.8638922245305554,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.86, threshold=1.00 (global_fallback), increase=+1",S01052,SPU_羽绒服_0052,羽绒服,winter,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.8638922245305554,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.86, threshold=1.00 (global_fallback), increase=+1",S01052,SPU_羽绒服_0052,羽绒服,winter,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.8638922245305554,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.86, threshold=1.00 (global_fallback), increase=+1",S01052,SPU_羽绒服_0052,羽绒服,winter,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.1137288814654002,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.11, threshold=1.00 (global_fallback), increase=+1",S01054,SPU_毛呢大_0054,毛呢大衣,winter,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.1137288814654002,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.11, threshold=1.00 (global_fallback), increase=+1",S01054,SPU_毛呢大_0054,毛呢大衣,winter,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.1137288814654002,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.11, threshold=1.00 (global_fallback), increase=+1",S01054,SPU_毛呢大_0054,毛呢大衣,winter,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.1137288814654002,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.11, threshold=1.00 (global_fallback), increase=+1",S01054,SPU_毛呢大_0054,毛呢大衣,winter,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.5686204650187706,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.57, threshold=1.00 (global_fallback), increase=+1",S01057,SPU_T恤_0057,T恤,summer,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.5686204650187706,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.57, threshold=1.00 (global_fallback), increase=+1",S01057,SPU_T恤_0057,T恤,summer,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.5686204650187706,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.57, threshold=1.00 (global_fallback), increase=+1",S01057,SPU_T恤_0057,T恤,summer,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.5686204650187706,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.57, threshold=1.00 (global_fallback), increase=+1",S01057,SPU_T恤_0057,T恤,summer,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.5686204650187706,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.57, threshold=1.00 (global_fallback), increase=+1",S01057,SPU_T恤_0057,T恤,summer,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.4241616694251337,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.42, threshold=1.00 (global_fallback), increase=+1",S01073,SPU_内衣_0073,内衣,all_season,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.4241616694251337,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.42, threshold=1.00 (global_fallback), increase=+1",S01073,SPU_内衣_0073,内衣,all_season,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.4241616694251337,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.42, threshold=1.00 (global_fallback), increase=+1",S01073,SPU_内衣_0073,内衣,all_season,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.4241616694251337,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.42, threshold=1.00 (global_fallback), increase=+1",S01073,SPU_内衣_0073,内衣,all_season,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.4241616694251337,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.42, threshold=1.00 (global_fallback), increase=+1",S01073,SPU_内衣_0073,内衣,all_season,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.8397146641788769,1.0,global_fallback,1.0,1,True,UNKNOWN,False,True,True,"Below minimum: current=0.84, threshold=1.00 (global_fallback), increase=+1",S01076,SPU_束脚裤_0076,束脚裤,core,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.8397146641788769,1.0,global_fallback,1.0,1,True,UNKNOWN,False,True,True,"Below minimum: current=0.84, threshold=1.00 (global_fallback), increase=+1",S01076,SPU_束脚裤_0076,束脚裤,core,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.8397146641788769,1.0,global_fallback,1.0,1,True,UNKNOWN,False,True,True,"Below minimum: current=0.84, threshold=1.00 (global_fallback), increase=+1",S01076,SPU_束脚裤_0076,束脚裤,core,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.8397146641788769,1.0,global_fallback,1.0,1,True,UNKNOWN,False,True,True,"Below minimum: current=0.84, threshold=1.00 (global_fallback), increase=+1",S01076,SPU_束脚裤_0076,束脚裤,core,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.3355951574715439,1.0,global_fallback,1.0,1,True,UNKNOWN,False,True,True,"Below minimum: current=0.34, threshold=1.00 (global_fallback), increase=+1",S01077,SPU_锥形裤_0077,锥形裤,core,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.3355951574715439,1.0,global_fallback,1.0,1,True,UNKNOWN,False,True,True,"Below minimum: current=0.34, threshold=1.00 (global_fallback), increase=+1",S01077,SPU_锥形裤_0077,锥形裤,core,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.3355951574715439,1.0,global_fallback,1.0,1,True,UNKNOWN,False,True,True,"Below minimum: current=0.34, threshold=1.00 (global_fallback), increase=+1",S01077,SPU_锥形裤_0077,锥形裤,core,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.3355951574715439,1.0,global_fallback,1.0,1,True,UNKNOWN,False,True,True,"Below minimum: current=0.34, threshold=1.00 (global_fallback), increase=+1",S01077,SPU_锥形裤_0077,锥形裤,core,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.8603291872612471,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.86, threshold=1.00 (global_fallback), increase=+1",S01078,SPU_羽绒服_0078,羽绒服,winter,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.8603291872612471,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.86, threshold=1.00 (global_fallback), increase=+1",S01078,SPU_羽绒服_0078,羽绒服,winter,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.8603291872612471,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.86, threshold=1.00 (global_fallback), increase=+1",S01078,SPU_羽绒服_0078,羽绒服,winter,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.8603291872612471,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.86, threshold=1.00 (global_fallback), increase=+1",S01078,SPU_羽绒服_0078,羽绒服,winter,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.11093757186159783,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.11, threshold=1.00 (global_fallback), increase=+1",S01084,SPU_短裤_0084,短裤,summer,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.11093757186159783,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.11, threshold=1.00 (global_fallback), increase=+1",S01084,SPU_短裤_0084,短裤,summer,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.11093757186159783,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.11, threshold=1.00 (global_fallback), increase=+1",S01084,SPU_短裤_0084,短裤,summer,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.11093757186159783,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.11, threshold=1.00 (global_fallback), increase=+1",S01084,SPU_短裤_0084,短裤,summer,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.7574325094755594,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.76, threshold=1.00 (global_fallback), increase=+1",S01095,SPU_针织衫_0095,针织衫,transition,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.7574325094755594,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.76, threshold=1.00 (global_fallback), increase=+1",S01095,SPU_针织衫_0095,针织衫,transition,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.7574325094755594,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.76, threshold=1.00 (global_fallback), increase=+1",S01095,SPU_针织衫_0095,针织衫,transition,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.7574325094755594,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.76, threshold=1.00 (global_fallback), increase=+1",S01095,SPU_针织衫_0095,针织衫,transition,
