str_code,spu_code,sub_cate_name,cluster_id,eligibility_status,is_core_subcategory,adjusted_by_step8,current_spu_count,rule9_applied,rule9_reason,recommended_quantity_change
11129,SPU_配饰_00035,配饰,12,ELIGIBLE,False,False,15.072143366064894,False,Above minimum (15.1 >= 6.3),0.0
11130,SPU_直筒裤_00036,直筒裤,29,ELIGIBLE,True,False,10.158793359503889,False,Above minimum (10.2 >= 5.9),0.0
11132,SPU_束脚裤_00037,束脚裤,12,ELIGIBLE,True,False,5.060844892218034,True,"Below minimum (5.1 < 7.8), increase by 1.0",1.0121689784436068
11133,SPU_锥形裤_00038,锥形裤,12,ELIGIBLE,True,False,22.62502421389649,False,Above minimum (22.6 >= 5.5),0.0
11134,SPU_羽绒服_00039,羽绒服,13,INELIGIBLE,False,False,7.295345731556979,False,SKIPPED: Ineligible (not core subcategory),0.0
11135,SPU_棉服_00040,棉服,24,INELIGIBLE,False,False,23.690088855764113,False,SKIPPED: Ineligible (not core subcategory),0.0
11137,SPU_毛呢大_00041,毛呢大衣,23,INELIGIBLE,False,False,12.420051262980916,False,SKIPPED: Ineligible (not core subcategory),0.0
11138,SPU_夹克_00042,夹克,12,INELIGIBLE,False,False,21.72500677337085,False,SKIPPED: Ineligible (not core subcategory),0.0
11145,SPU_针织衫_00043,针织衫,12,INELIGIBLE,False,False,15.54134574196603,False,SKIPPED: Ineligible (not core subcategory),0.0
11146,SPU_T恤_00044,T恤,12,ELIGIBLE,False,False,22.30220758241502,False,Above minimum (22.3 >= 4.2),0.0
11150,SPU_短裤_00045,短裤,6,ELIGIBLE,False,False,20.8059454205273,False,Above minimum (20.8 >= 5.1),0.0
11151,SPU_短袖_00046,短袖,12,ELIGIBLE,False,False,20.562493937269053,False,Above minimum (20.6 >= 7.3),0.0
11154,SPU_内衣_00047,内衣,6,ELIGIBLE,False,False,11.262824958078768,False,Above minimum (11.3 >= 4.8),0.0
11158,SPU_配饰_00048,配饰,13,ELIGIBLE,False,False,9.303907546822257,False,Above minimum (9.3 >= 6.9),0.0
11161,SPU_直筒裤_00049,直筒裤,23,ELIGIBLE,True,False,5.795331278341465,False,Above minimum (5.8 >= 5.7),0.0
11162,SPU_束脚裤_00050,束脚裤,24,ELIGIBLE,True,False,4.136997865709369,True,"Below minimum (4.1 < 6.4), increase by 0.8",0.8273995731418738
12002,SPU_锥形裤_00051,锥形裤,15,ELIGIBLE,True,False,14.358607662626296,False,Above minimum (14.4 >= 4.6),0.0
12003,SPU_羽绒服_00052,羽绒服,29,INELIGIBLE,False,False,3.557716355140065,False,SKIPPED: Ineligible (not core subcategory),0.0
12009,SPU_棉服_00053,棉服,24,INELIGIBLE,False,False,6.441614938763893,False,SKIPPED: Ineligible (not core subcategory),0.0
12017,SPU_毛呢大_00054,毛呢大衣,15,INELIGIBLE,False,False,24.00703617459027,False,SKIPPED: Ineligible (not core subcategory),0.0
12022,SPU_夹克_00055,夹克,0,INELIGIBLE,False,False,10.831398930327754,False,SKIPPED: Ineligible (not core subcategory),0.0
12025,SPU_针织衫_00056,针织衫,4,INELIGIBLE,False,False,21.82013284824216,False,SKIPPED: Ineligible (not core subcategory),0.0
12027,SPU_T恤_00057,T恤,25,ELIGIBLE,False,False,6.810441138020334,False,Above minimum (6.8 >= 5.8),0.0
12028,SPU_短裤_00058,短裤,29,ELIGIBLE,False,False,11.241477521782366,False,Above minimum (11.2 >= 6.0),0.0
12030,SPU_短袖_00059,短袖,0,ELIGIBLE,False,False,4.552512442809457,True,"Below minimum (4.6 < 7.6), increase by 0.9",0.9105024885618914
12031,SPU_内衣_00060,内衣,4,ELIGIBLE,False,False,11.539738376543482,False,Above minimum (11.5 >= 7.6),0.0
12033,SPU_配饰_00061,配饰,24,ELIGIBLE,False,False,24.14619240412611,False,Above minimum (24.1 >= 2.6),0.0
12034,SPU_直筒裤_00062,直筒裤,4,ELIGIBLE,True,False,5.0777451366304245,True,"Below minimum (5.1 < 7.1), increase by 1.0",1.015549027326085
12037,SPU_束脚裤_00063,束脚裤,11,ELIGIBLE,True,False,20.91830661695659,False,Above minimum (20.9 >= 5.8),0.0
12038,SPU_锥形裤_00064,锥形裤,25,ELIGIBLE,True,False,19.17156296368549,False,Above minimum (19.2 >= 6.5),0.0
12039,SPU_羽绒服_00065,羽绒服,12,INELIGIBLE,False,False,24.791113124014814,False,SKIPPED: Ineligible (not core subcategory),0.0
12040,SPU_棉服_00066,棉服,12,INELIGIBLE,False,False,21.88508054054626,False,SKIPPED: Ineligible (not core subcategory),0.0
12041,SPU_毛呢大_00067,毛呢大衣,15,INELIGIBLE,False,False,14.115552193852857,False,SKIPPED: Ineligible (not core subcategory),0.0
12046,SPU_夹克_00068,夹克,13,INELIGIBLE,False,False,22.918403481223802,False,SKIPPED: Ineligible (not core subcategory),0.0
12050,SPU_针织衫_00069,针织衫,0,INELIGIBLE,False,False,16.900418667735583,False,SKIPPED: Ineligible (not core subcategory),0.0
12060,SPU_T恤_00070,T恤,25,ELIGIBLE,False,False,20.414738961968666,False,Above minimum (20.4 >= 2.3),0.0
12062,SPU_短裤_00071,短裤,4,ELIGIBLE,False,False,12.713671030214295,False,Above minimum (12.7 >= 2.9),0.0
12063,SPU_短袖_00072,短袖,4,ELIGIBLE,False,False,16.600797392957745,False,Above minimum (16.6 >= 2.4),0.0
12065,SPU_内衣_00073,内衣,0,ELIGIBLE,False,False,18.537328997442916,False,Above minimum (18.5 >= 4.2),0.0
12066,SPU_配饰_00074,配饰,0,ELIGIBLE,False,False,20.881590479665057,False,Above minimum (20.9 >= 4.3),0.0
12067,SPU_直筒裤_00075,直筒裤,4,ELIGIBLE,True,False,20.09723215040361,False,Above minimum (20.1 >= 2.7),0.0
12069,SPU_束脚裤_00076,束脚裤,12,ELIGIBLE,True,False,3.2497801848832193,False,Above minimum (3.2 >= 2.7),0.0
12071,SPU_锥形裤_00077,锥形裤,0,ELIGIBLE,True,False,19.412987343839312,False,Above minimum (19.4 >= 3.7),0.0
12072,SPU_羽绒服_00078,羽绒服,25,INELIGIBLE,False,False,7.919108447427958,False,SKIPPED: Ineligible (not core subcategory),0.0
12074,SPU_棉服_00079,棉服,0,INELIGIBLE,False,False,14.609424399898597,False,SKIPPED: Ineligible (not core subcategory),0.0
12076,SPU_毛呢大_00080,毛呢大衣,4,INELIGIBLE,False,False,16.846770038975777,False,SKIPPED: Ineligible (not core subcategory),0.0
12078,SPU_夹克_00081,夹克,0,INELIGIBLE,False,False,3.999820367512073,False,SKIPPED: Ineligible (not core subcategory),0.0
12079,SPU_针织衫_00082,针织衫,12,INELIGIBLE,False,False,9.102386025584918,False,SKIPPED: Ineligible (not core subcategory),0.0
12080,SPU_T恤_00083,T恤,13,ELIGIBLE,False,False,24.436685768655664,False,Above minimum (24.4 >= 3.9),0.0
13003,SPU_短裤_00084,短裤,4,ELIGIBLE,False,False,18.064085796185346,False,Above minimum (18.1 >= 7.7),0.0
13005,SPU_短袖_00085,短袖,24,ELIGIBLE,False,False,16.495134310587378,False,Above minimum (16.5 >= 2.3),0.0
13015,SPU_内衣_00086,内衣,4,ELIGIBLE,False,False,11.282194071317091,False,Above minimum (11.3 >= 5.6),0.0
13028,SPU_配饰_00087,配饰,7,ELIGIBLE,False,False,24.33811675192127,False,Above minimum (24.3 >= 4.5),0.0
13030,SPU_直筒裤_00088,直筒裤,15,ELIGIBLE,True,False,4.2402609263203965,True,"Below minimum (4.2 < 8.0), increase by 0.8",0.8480521852640793
13031,SPU_束脚裤_00089,束脚裤,12,ELIGIBLE,True,False,19.91772313397123,False,Above minimum (19.9 >= 4.7),0.0
13032,SPU_锥形裤_00090,锥形裤,4,ELIGIBLE,True,False,23.989122599691893,False,Above minimum (24.0 >= 5.7),0.0
13033,SPU_羽绒服_00091,羽绒服,15,INELIGIBLE,False,False,5.4982670283918385,False,SKIPPED: Ineligible (not core subcategory),0.0
13035,SPU_棉服_00092,棉服,7,INELIGIBLE,False,False,15.141950453038682,False,SKIPPED: Ineligible (not core subcategory),0.0
13036,SPU_毛呢大_00093,毛呢大衣,25,INELIGIBLE,False,False,19.613019624819618,False,SKIPPED: Ineligible (not core subcategory),0.0
13037,SPU_夹克_00094,夹克,7,INELIGIBLE,False,False,10.712926293745134,False,SKIPPED: Ineligible (not core subcategory),0.0
13038,SPU_针织衫_00095,针织衫,0,INELIGIBLE,False,False,14.307768761515838,False,SKIPPED: Ineligible (not core subcategory),0.0
13042,SPU_T恤_00096,T恤,4,ELIGIBLE,False,False,6.235616580438835,False,Above minimum (6.2 >= 4.8),0.0
13046,SPU_短裤_00097,短裤,25,ELIGIBLE,False,False,13.837598067843132,False,Above minimum (13.8 >= 2.5),0.0
13056,SPU_短袖_00098,短袖,12,ELIGIBLE,False,False,5.817008457070994,False,Above minimum (5.8 >= 3.1),0.0
13057,SPU_内衣_00099,内衣,15,ELIGIBLE,False,False,22.72934501793226,False,Above minimum (22.7 >= 3.2),0.0
13058,SPU_配饰_00100,配饰,12,ELIGIBLE,False,False,6.71657138758762,False,Above minimum (6.7 >= 2.7),0.0
13060,SPU_直筒裤_00101,直筒裤,12,ELIGIBLE,True,False,7.539341804927435,False,Above minimum (7.5 >= 2.2),0.0
13063,SPU_束脚裤_00102,束脚裤,4,ELIGIBLE,True,False,16.81380856879997,False,Above minimum (16.8 >= 2.4),0.0
13068,SPU_锥形裤_00103,锥形裤,15,ELIGIBLE,True,False,20.73642815544735,False,Above minimum (20.7 >= 4.2),0.0
13072,SPU_羽绒服_00104,羽绒服,4,INELIGIBLE,False,False,16.60160497366651,False,SKIPPED: Ineligible (not core subcategory),0.0
13087,SPU_棉服_00105,棉服,4,INELIGIBLE,False,False,18.693690889460154,False,SKIPPED: Ineligible (not core subcategory),0.0
13091,SPU_毛呢大_00106,毛呢大衣,15,INELIGIBLE,False,False,14.71757986201051,False,SKIPPED: Ineligible (not core subcategory),0.0
13095,SPU_夹克_00107,夹克,12,INELIGIBLE,False,False,7.651856153923982,False,SKIPPED: Ineligible (not core subcategory),0.0
13098,SPU_针织衫_00108,针织衫,4,INELIGIBLE,False,False,20.361767249361442,False,SKIPPED: Ineligible (not core subcategory),0.0
13102,SPU_T恤_00109,T恤,25,ELIGIBLE,False,False,12.496510017052946,False,Above minimum (12.5 >= 5.9),0.0
13105,SPU_短裤_00110,短裤,7,ELIGIBLE,False,False,10.834127969752618,False,Above minimum (10.8 >= 2.6),0.0
13106,SPU_短袖_00111,短袖,12,ELIGIBLE,False,False,8.411070024459178,False,Above minimum (8.4 >= 3.0),0.0
13109,SPU_内衣_00112,内衣,26,ELIGIBLE,False,False,4.765142404556128,False,Above minimum (4.8 >= 2.7),0.0
13110,SPU_配饰_00113,配饰,15,ELIGIBLE,False,False,24.328349532058116,False,Above minimum (24.3 >= 3.0),0.0
13117,SPU_直筒裤_00114,直筒裤,15,ELIGIBLE,True,False,23.446271760806887,False,Above minimum (23.4 >= 6.6),0.0
13118,SPU_束脚裤_00115,束脚裤,15,ELIGIBLE,True,False,10.120943200893361,False,Above minimum (10.1 >= 2.7),0.0
13119,SPU_锥形裤_00116,锥形裤,7,ELIGIBLE,True,False,9.349872171285627,False,Above minimum (9.3 >= 5.2),0.0
13121,SPU_羽绒服_00117,羽绒服,25,INELIGIBLE,False,False,10.405294120266253,False,SKIPPED: Ineligible (not core subcategory),0.0
13123,SPU_棉服_00118,棉服,22,INELIGIBLE,False,False,8.602094404802806,False,SKIPPED: Ineligible (not core subcategory),0.0
13127,SPU_毛呢大_00119,毛呢大衣,15,INELIGIBLE,False,False,10.675101863945896,False,SKIPPED: Ineligible (not core subcategory),0.0
13130,SPU_夹克_00120,夹克,13,INELIGIBLE,False,False,23.643490050062834,False,SKIPPED: Ineligible (not core subcategory),0.0
13134,SPU_针织衫_00121,针织衫,7,INELIGIBLE,False,False,6.074992285778369,False,SKIPPED: Ineligible (not core subcategory),0.0
13135,SPU_T恤_00122,T恤,22,ELIGIBLE,False,False,17.634338855316404,False,Above minimum (17.6 >= 4.4),0.0
13139,SPU_短裤_00123,短裤,2,ELIGIBLE,False,False,12.660967988544805,False,Above minimum (12.7 >= 6.5),0.0
13142,SPU_短袖_00124,短袖,7,ELIGIBLE,False,False,8.108679293229981,False,Above minimum (8.1 >= 7.4),0.0
13144,SPU_内衣_00125,内衣,15,ELIGIBLE,False,False,5.571756895584009,False,Above minimum (5.6 >= 2.8),0.0
13145,SPU_配饰_00126,配饰,24,ELIGIBLE,False,False,16.6416006304273,False,Above minimum (16.6 >= 2.9),0.0
13146,SPU_直筒裤_00127,直筒裤,25,ELIGIBLE,True,False,8.466761075918246,False,Above minimum (8.5 >= 6.6),0.0
13147,SPU_束脚裤_00128,束脚裤,25,ELIGIBLE,True,False,10.525798471749964,False,Above minimum (10.5 >= 2.8),0.0
13148,SPU_锥形裤_00129,锥形裤,25,ELIGIBLE,True,False,20.54049804715018,False,Above minimum (20.5 >= 6.3),0.0
13149,SPU_羽绒服_00130,羽绒服,7,INELIGIBLE,False,False,18.266865778276202,False,SKIPPED: Ineligible (not core subcategory),0.0
13151,SPU_棉服_00131,棉服,7,INELIGIBLE,False,False,15.83461948485465,False,SKIPPED: Ineligible (not core subcategory),0.0
13153,SPU_毛呢大_00132,毛呢大衣,11,INELIGIBLE,False,False,14.129550935458251,False,SKIPPED: Ineligible (not core subcategory),0.0
13155,SPU_夹克_00133,夹克,25,INELIGIBLE,False,False,18.32631812529163,False,SKIPPED: Ineligible (not core subcategory),0.0
14003,SPU_针织衫_00134,针织衫,5,INELIGIBLE,False,False,12.330874768652492,False,SKIPPED: Ineligible (not core subcategory),0.0
14006,SPU_T恤_00135,T恤,22,ELIGIBLE,False,False,24.66650637717136,False,Above minimum (24.7 >= 7.2),0.0
14009,SPU_短裤_00136,短裤,11,ELIGIBLE,False,False,16.008059586388445,False,SKIPPED: No demand signal (sell-through < 1%),0.0
14010,SPU_短袖_00137,短袖,24,ELIGIBLE,False,False,10.336981777205171,False,Above minimum (10.3 >= 4.1),0.0
14011,SPU_内衣_00138,内衣,4,ELIGIBLE,False,False,19.225027458414463,False,Above minimum (19.2 >= 2.8),0.0
14012,SPU_配饰_00139,配饰,21,ELIGIBLE,False,False,13.964091000268555,False,Above minimum (14.0 >= 5.5),0.0
14019,SPU_直筒裤_00140,直筒裤,12,ELIGIBLE,True,False,3.28807804494334,False,Above minimum (3.3 >= 2.9),0.0
14021,SPU_束脚裤_00141,束脚裤,13,ELIGIBLE,True,False,4.877692697730165,False,Above minimum (4.9 >= 2.4),0.0
14023,SPU_锥形裤_00142,锥形裤,6,ELIGIBLE,True,False,7.617923048102886,False,Above minimum (7.6 >= 2.2),0.0
14024,SPU_羽绒服_00143,羽绒服,22,INELIGIBLE,False,False,15.426504931777561,False,SKIPPED: Ineligible (not core subcategory),0.0
14028,SPU_棉服_00144,棉服,15,INELIGIBLE,False,False,11.816787339257171,False,SKIPPED: Ineligible (not core subcategory),0.0
14029,SPU_毛呢大_00145,毛呢大衣,12,INELIGIBLE,False,False,11.212804958154564,False,SKIPPED: Ineligible (not core subcategory),0.0
15001,SPU_夹克_00146,夹克,22,INELIGIBLE,False,False,18.751389034642745,False,SKIPPED: Ineligible (not core subcategory),0.0
15002,SPU_针织衫_00147,针织衫,7,INELIGIBLE,False,False,3.4336318305960116,False,SKIPPED: Ineligible (not core subcategory),0.0
15003,SPU_T恤_00148,T恤,22,ELIGIBLE,False,False,5.1877106407055935,True,"Below minimum (5.2 < 7.0), increase by 1.0",1.0375421281411188
15004,SPU_短裤_00149,短裤,26,ELIGIBLE,False,False,17.697873004554214,False,Above minimum (17.7 >= 2.1),0.0
15006,SPU_短袖_00150,短袖,12,ELIGIBLE,False,False,7.573497613212601,False,Above minimum (7.6 >= 4.5),0.0
15007,SPU_内衣_00151,内衣,12,ELIGIBLE,False,False,20.9837583582457,False,Above minimum (21.0 >= 5.5),0.0
15008,SPU_配饰_00152,配饰,26,ELIGIBLE,False,False,16.731275972680947,False,Above minimum (16.7 >= 3.8),0.0
15010,SPU_直筒裤_00153,直筒裤,26,ELIGIBLE,True,False,19.799327471514736,False,Above minimum (19.8 >= 7.4),0.0
15011,SPU_束脚裤_00154,束脚裤,12,ELIGIBLE,True,False,12.354697098323136,False,Above minimum (12.4 >= 5.8),0.0
15012,SPU_锥形裤_00155,锥形裤,5,ELIGIBLE,True,False,6.065833629602131,False,Above minimum (6.1 >= 3.0),0.0
15013,SPU_羽绒服_00156,羽绒服,21,INELIGIBLE,False,False,3.4045948840442684,False,SKIPPED: Ineligible (not core subcategory),0.0
15017,SPU_棉服_00157,棉服,7,INELIGIBLE,False,False,17.33124854374101,False,SKIPPED: Ineligible (not core subcategory),0.0
15018,SPU_毛呢大_00158,毛呢大衣,22,INELIGIBLE,False,False,22.225581706375337,False,SKIPPED: Ineligible (not core subcategory),0.0
15019,SPU_夹克_00159,夹克,5,INELIGIBLE,False,False,12.21295154762561,False,SKIPPED: Ineligible (not core subcategory),0.0
15021,SPU_针织衫_00160,针织衫,5,INELIGIBLE,False,False,4.821570694352783,False,SKIPPED: Ineligible (not core subcategory),0.0
15023,SPU_T恤_00161,T恤,26,ELIGIBLE,False,False,18.8190099140534,False,Above minimum (18.8 >= 6.0),0.0
15025,SPU_短裤_00162,短裤,3,ELIGIBLE,False,False,19.116586138625507,False,Above minimum (19.1 >= 5.6),0.0
15026,SPU_短袖_00163,短袖,12,ELIGIBLE,False,False,13.9200574384272,False,Above minimum (13.9 >= 2.6),0.0
15027,SPU_内衣_00164,内衣,26,ELIGIBLE,False,False,19.020152636479274,False,Above minimum (19.0 >= 3.5),0.0
15028,SPU_配饰_00165,配饰,7,ELIGIBLE,False,False,20.587149337317545,False,Above minimum (20.6 >= 4.2),0.0
15029,SPU_直筒裤_00166,直筒裤,26,ELIGIBLE,True,False,23.18089866016934,False,Above minimum (23.2 >= 3.1),0.0
15031,SPU_束脚裤_00167,束脚裤,26,ELIGIBLE,True,False,22.20480838928098,False,Above minimum (22.2 >= 6.2),0.0
15032,SPU_锥形裤_00168,锥形裤,26,ELIGIBLE,True,False,8.492696194902091,False,Above minimum (8.5 >= 7.7),0.0
15033,SPU_羽绒服_00169,羽绒服,7,INELIGIBLE,False,False,18.522653795345146,False,SKIPPED: Ineligible (not core subcategory),0.0
21019,SPU_棉服_00170,棉服,7,INELIGIBLE,False,False,18.343245879430476,False,SKIPPED: Ineligible (not core subcategory),0.0
21022,SPU_毛呢大_00171,毛呢大衣,26,INELIGIBLE,False,False,21.964938321764894,False,SKIPPED: Ineligible (not core subcategory),0.0
21024,SPU_夹克_00172,夹克,12,INELIGIBLE,False,False,8.060194420329466,False,SKIPPED: Ineligible (not core subcategory),0.0
21027,SPU_针织衫_00173,针织衫,22,INELIGIBLE,False,False,4.437839497576732,False,SKIPPED: Ineligible (not core subcategory),0.0
21039,SPU_T恤_00174,T恤,21,ELIGIBLE,False,False,22.491510461196118,False,Above minimum (22.5 >= 7.2),0.0
21048,SPU_短裤_00175,短裤,7,ELIGIBLE,False,False,22.243436799052386,False,Above minimum (22.2 >= 8.0),0.0
21055,SPU_短袖_00176,短袖,22,ELIGIBLE,False,False,19.87814235648479,False,Above minimum (19.9 >= 7.2),0.0
21056,SPU_内衣_00177,内衣,12,ELIGIBLE,False,False,19.9020151050194,False,Above minimum (19.9 >= 3.4),0.0
21058,SPU_配饰_00178,配饰,26,ELIGIBLE,False,False,10.801687468097084,False,Above minimum (10.8 >= 2.3),0.0
21061,SPU_直筒裤_00179,直筒裤,22,ELIGIBLE,True,False,24.729892574192693,False,Above minimum (24.7 >= 3.3),0.0
21063,SPU_束脚裤_00180,束脚裤,7,ELIGIBLE,True,False,20.299590317142144,False,Above minimum (20.3 >= 7.7),0.0
21064,SPU_锥形裤_00181,锥形裤,7,ELIGIBLE,True,False,16.49505056263557,False,Above minimum (16.5 >= 7.7),0.0
21066,SPU_羽绒服_00182,羽绒服,7,INELIGIBLE,False,False,16.3702094873349,False,SKIPPED: Ineligible (not core subcategory),0.0
21068,SPU_棉服_00183,棉服,22,INELIGIBLE,False,False,20.150858418468573,False,SKIPPED: Ineligible (not core subcategory),0.0
21073,SPU_毛呢大_00184,毛呢大衣,1,INELIGIBLE,False,False,24.887972098221578,False,SKIPPED: Ineligible (not core subcategory),0.0
21076,SPU_夹克_00185,夹克,5,INELIGIBLE,False,False,20.948328749793593,False,SKIPPED: Ineligible (not core subcategory),0.0
21077,SPU_针织衫_00186,针织衫,26,INELIGIBLE,False,False,5.012710422750607,False,SKIPPED: Ineligible (not core subcategory),0.0
21078,SPU_T恤_00187,T恤,22,ELIGIBLE,False,False,21.966807579839912,False,Above minimum (22.0 >= 2.5),0.0
21084,SPU_短裤_00188,短裤,26,ELIGIBLE,False,False,11.199147374270908,False,Above minimum (11.2 >= 2.5),0.0
21085,SPU_短袖_00189,短袖,22,ELIGIBLE,False,False,18.03169280051111,False,Above minimum (18.0 >= 4.9),0.0
21086,SPU_内衣_00190,内衣,22,ELIGIBLE,False,False,21.14298125035328,False,Above minimum (21.1 >= 3.6),0.0
21090,SPU_配饰_00191,配饰,26,ELIGIBLE,False,False,20.543372475352417,False,Above minimum (20.5 >= 6.3),0.0
22003,SPU_直筒裤_00192,直筒裤,26,ELIGIBLE,True,False,18.34437215672424,False,Above minimum (18.3 >= 3.0),0.0
31012,SPU_束脚裤_00193,束脚裤,3,ELIGIBLE,True,False,22.180557610395105,False,Above minimum (22.2 >= 4.0),0.0
31021,SPU_锥形裤_00194,锥形裤,10,ELIGIBLE,True,False,6.536717713062781,False,Above minimum (6.5 >= 2.0),0.0
31024,SPU_羽绒服_00195,羽绒服,27,INELIGIBLE,False,False,16.57239220426633,False,SKIPPED: Ineligible (not core subcategory),0.0
31025,SPU_棉服_00196,棉服,1,INELIGIBLE,False,False,20.156598693325158,False,SKIPPED: Ineligible (not core subcategory),0.0
31026,SPU_毛呢大_00197,毛呢大衣,27,INELIGIBLE,False,False,16.917681648946857,False,SKIPPED: Ineligible (not core subcategory),0.0
31027,SPU_夹克_00198,夹克,10,INELIGIBLE,False,False,9.621198472829958,False,SKIPPED: Ineligible (not core subcategory),0.0
31029,SPU_针织衫_00199,针织衫,27,INELIGIBLE,False,False,4.0063247438752825,False,SKIPPED: Ineligible (not core subcategory),0.0
31030,SPU_T恤_00200,T恤,1,ELIGIBLE,False,False,19.681790310438497,False,Above minimum (19.7 >= 4.9),0.0
31031,SPU_短裤_00201,短裤,5,ELIGIBLE,False,False,18.032498285343113,False,Above minimum (18.0 >= 4.6),0.0
31035,SPU_短袖_00202,短袖,27,ELIGIBLE,False,False,6.599724066216722,False,Above minimum (6.6 >= 2.5),0.0
31037,SPU_内衣_00203,内衣,1,ELIGIBLE,False,False,17.399246714184976,False,Above minimum (17.4 >= 4.6),0.0
