status,reason,current_quantity,minimum_threshold,minimum_reference_source,recommended_increase,recommended_quantity_change,sell_through_valid,eligibility_status,adjusted_by_step8,is_core_subcategory,rule9_applied,rule9_reason,str_code,spu_code,sub_cate_name,category_type,cluster_id
SKIPPED_NO_DEMAND,No demand signal: No demand signal - zero sales and low sell-through,2.8242799368681437,1.0,global_fallback,0.0,0,False,UNKNOWN,False,False,False,,S01004,SPU_针织衫_0004,针织衫,transition,
SKIPPED_NO_DEMAND,No demand signal: No demand signal - zero sales and low sell-through,2.8242799368681437,1.0,global_fallback,0.0,0,False,UNKNOWN,False,False,False,,S01004,SPU_针织衫_0004,针织衫,transition,
SKIPPED_NO_DEMAND,No demand signal: No demand signal - zero sales and low sell-through,2.8242799368681437,1.0,global_fallback,0.0,0,False,UNKNOWN,False,False,False,,S01004,SPU_针织衫_0004,针织衫,transition,
SKIPPED_NO_DEMAND,No demand signal: No demand signal - zero sales and low sell-through,2.8242799368681437,1.0,global_fallback,0.0,0,False,UNKNOWN,False,False,False,,S01004,SPU_针织衫_0004,针织衫,transition,
SKIPPED_NO_DEMAND,No demand signal: No demand signal - zero sales and low sell-through,2.8242799368681437,1.0,global_fallback,0.0,0,False,UNKNOWN,False,False,False,,S01004,SPU_针织衫_0004,针织衫,transition,
SKIPPED_NO_DEMAND,No demand signal: No demand signal - zero sales and low sell-through,1.185801650879991,1.0,global_fallback,0.0,0,False,UNKNOWN,False,False,False,,S01005,SPU_T恤_0005,T恤,summer,
SKIPPED_NO_DEMAND,No demand signal: No demand signal - zero sales and low sell-through,1.185801650879991,1.0,global_fallback,0.0,0,False,UNKNOWN,False,False,False,,S01005,SPU_T恤_0005,T恤,summer,
SKIPPED_NO_DEMAND,No demand signal: No demand signal - zero sales and low sell-through,1.185801650879991,1.0,global_fallback,0.0,0,False,UNKNOWN,False,False,False,,S01005,SPU_T恤_0005,T恤,summer,
SKIPPED_NO_DEMAND,No demand signal: No demand signal - zero sales and low sell-through,1.185801650879991,1.0,global_fallback,0.0,0,False,UNKNOWN,False,False,False,,S01005,SPU_T恤_0005,T恤,summer,
ABOVE_MINIMUM,Current (4.86) >= minimum (1.00),4.862528132298237,1.0,global_fallback,0.0,0,True,UNKNOWN,False,False,False,,S01006,SPU_短裤_0006,短裤,summer,
ABOVE_MINIMUM,Current (4.86) >= minimum (1.00),4.862528132298237,1.0,global_fallback,0.0,0,True,UNKNOWN,False,False,False,,S01006,SPU_短裤_0006,短裤,summer,
ABOVE_MINIMUM,Current (4.86) >= minimum (1.00),4.862528132298237,1.0,global_fallback,0.0,0,True,UNKNOWN,False,False,False,,S01006,SPU_短裤_0006,短裤,summer,
ABOVE_MINIMUM,Current (4.86) >= minimum (1.00),4.862528132298237,1.0,global_fallback,0.0,0,True,UNKNOWN,False,False,False,,S01006,SPU_短裤_0006,短裤,summer,
ABOVE_MINIMUM,Current (4.86) >= minimum (1.00),4.862528132298237,1.0,global_fallback,0.0,0,True,UNKNOWN,False,False,False,,S01006,SPU_短裤_0006,短裤,summer,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.4961415280890162,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.50, threshold=1.00 (global_fallback), increase=+1",S01007,SPU_短袖_0007,短袖,summer,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.4961415280890162,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.50, threshold=1.00 (global_fallback), increase=+1",S01007,SPU_短袖_0007,短袖,summer,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.4961415280890162,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.50, threshold=1.00 (global_fallback), increase=+1",S01007,SPU_短袖_0007,短袖,summer,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.4961415280890162,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.50, threshold=1.00 (global_fallback), increase=+1",S01007,SPU_短袖_0007,短袖,summer,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.4961415280890162,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.50, threshold=1.00 (global_fallback), increase=+1",S01007,SPU_短袖_0007,短袖,summer,
SKIPPED_NO_DEMAND,No demand signal: No demand signal - zero sales and low sell-through,1.8317666514727553,1.0,global_fallback,0.0,0,False,UNKNOWN,False,False,False,,S01008,SPU_内衣_0008,内衣,all_season,
SKIPPED_NO_DEMAND,No demand signal: No demand signal - zero sales and low sell-through,1.8317666514727553,1.0,global_fallback,0.0,0,False,UNKNOWN,False,False,False,,S01008,SPU_内衣_0008,内衣,all_season,
SKIPPED_NO_DEMAND,No demand signal: No demand signal - zero sales and low sell-through,1.8317666514727553,1.0,global_fallback,0.0,0,False,UNKNOWN,False,False,False,,S01008,SPU_内衣_0008,内衣,all_season,
SKIPPED_NO_DEMAND,No demand signal: No demand signal - zero sales and low sell-through,1.8317666514727553,1.0,global_fallback,0.0,0,False,UNKNOWN,False,False,False,,S01008,SPU_内衣_0008,内衣,all_season,
SKIPPED_NO_DEMAND,No demand signal: No demand signal - zero sales and low sell-through,1.8317666514727553,1.0,global_fallback,0.0,0,False,UNKNOWN,False,False,False,,S01008,SPU_内衣_0008,内衣,all_season,
ABOVE_MINIMUM,Current (4.76) >= minimum (1.00),4.757995766256757,1.0,global_fallback,0.0,0,True,UNKNOWN,False,False,False,,S01009,SPU_配饰_0009,配饰,all_season,
ABOVE_MINIMUM,Current (4.76) >= minimum (1.00),4.757995766256757,1.0,global_fallback,0.0,0,True,UNKNOWN,False,False,False,,S01009,SPU_配饰_0009,配饰,all_season,
ABOVE_MINIMUM,Current (4.76) >= minimum (1.00),4.757995766256757,1.0,global_fallback,0.0,0,True,UNKNOWN,False,False,False,,S01009,SPU_配饰_0009,配饰,all_season,
ABOVE_MINIMUM,Current (4.76) >= minimum (1.00),4.757995766256757,1.0,global_fallback,0.0,0,True,UNKNOWN,False,False,False,,S01009,SPU_配饰_0009,配饰,all_season,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.3602642646106115,1.0,global_fallback,1.0,1,True,UNKNOWN,False,True,True,"Below minimum: current=0.36, threshold=1.00 (global_fallback), increase=+1",S01010,SPU_直筒裤_0010,直筒裤,core,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.3602642646106115,1.0,global_fallback,1.0,1,True,UNKNOWN,False,True,True,"Below minimum: current=0.36, threshold=1.00 (global_fallback), increase=+1",S01010,SPU_直筒裤_0010,直筒裤,core,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.3602642646106115,1.0,global_fallback,1.0,1,True,UNKNOWN,False,True,True,"Below minimum: current=0.36, threshold=1.00 (global_fallback), increase=+1",S01010,SPU_直筒裤_0010,直筒裤,core,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.3602642646106115,1.0,global_fallback,1.0,1,True,UNKNOWN,False,True,True,"Below minimum: current=0.36, threshold=1.00 (global_fallback), increase=+1",S01010,SPU_直筒裤_0010,直筒裤,core,
ABOVE_MINIMUM,Current (2.10) >= minimum (1.00),2.1039967280901735,1.0,global_fallback,0.0,0,False,UNKNOWN,False,True,False,,S01011,SPU_束脚裤_0011,束脚裤,core,
ABOVE_MINIMUM,Current (2.10) >= minimum (1.00),2.1039967280901735,1.0,global_fallback,0.0,0,False,UNKNOWN,False,True,False,,S01011,SPU_束脚裤_0011,束脚裤,core,
ABOVE_MINIMUM,Current (2.10) >= minimum (1.00),2.1039967280901735,1.0,global_fallback,0.0,0,False,UNKNOWN,False,True,False,,S01011,SPU_束脚裤_0011,束脚裤,core,
ABOVE_MINIMUM,Current (2.10) >= minimum (1.00),2.1039967280901735,1.0,global_fallback,0.0,0,False,UNKNOWN,False,True,False,,S01011,SPU_束脚裤_0011,束脚裤,core,
ABOVE_MINIMUM,Current (2.10) >= minimum (1.00),2.1039967280901735,1.0,global_fallback,0.0,0,False,UNKNOWN,False,True,False,,S01011,SPU_束脚裤_0011,束脚裤,core,
ABOVE_MINIMUM,Current (4.09) >= minimum (1.00),4.08897907718663,1.0,global_fallback,0.0,0,False,UNKNOWN,False,True,False,,S01012,SPU_锥形裤_0012,锥形裤,core,
ABOVE_MINIMUM,Current (4.09) >= minimum (1.00),4.08897907718663,1.0,global_fallback,0.0,0,False,UNKNOWN,False,True,False,,S01012,SPU_锥形裤_0012,锥形裤,core,
ABOVE_MINIMUM,Current (4.09) >= minimum (1.00),4.08897907718663,1.0,global_fallback,0.0,0,False,UNKNOWN,False,True,False,,S01012,SPU_锥形裤_0012,锥形裤,core,
ABOVE_MINIMUM,Current (4.09) >= minimum (1.00),4.08897907718663,1.0,global_fallback,0.0,0,False,UNKNOWN,False,True,False,,S01012,SPU_锥形裤_0012,锥形裤,core,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.66907356219892,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.67, threshold=1.00 (global_fallback), increase=+1",S01013,SPU_羽绒服_0013,羽绒服,winter,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.66907356219892,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.67, threshold=1.00 (global_fallback), increase=+1",S01013,SPU_羽绒服_0013,羽绒服,winter,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.66907356219892,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.67, threshold=1.00 (global_fallback), increase=+1",S01013,SPU_羽绒服_0013,羽绒服,winter,
SKIPPED_NO_DEMAND,No demand signal: No demand signal - zero sales and low sell-through,3.4931925073102317,1.0,global_fallback,0.0,0,False,UNKNOWN,False,False,False,,S01014,SPU_棉服_0014,棉服,winter,
SKIPPED_NO_DEMAND,No demand signal: No demand signal - zero sales and low sell-through,3.4931925073102317,1.0,global_fallback,0.0,0,False,UNKNOWN,False,False,False,,S01014,SPU_棉服_0014,棉服,winter,
SKIPPED_NO_DEMAND,No demand signal: No demand signal - zero sales and low sell-through,3.4931925073102317,1.0,global_fallback,0.0,0,False,UNKNOWN,False,False,False,,S01014,SPU_棉服_0014,棉服,winter,
SKIPPED_NO_DEMAND,No demand signal: No demand signal - zero sales and low sell-through,3.4931925073102317,1.0,global_fallback,0.0,0,False,UNKNOWN,False,False,False,,S01014,SPU_棉服_0014,棉服,winter,
SKIPPED_NO_DEMAND,No demand signal: No demand signal - zero sales and low sell-through,3.4931925073102317,1.0,global_fallback,0.0,0,False,UNKNOWN,False,False,False,,S01014,SPU_棉服_0014,棉服,winter,
ABOVE_MINIMUM,Current (3.55) >= minimum (1.00),3.5502298854208525,1.0,global_fallback,0.0,0,True,UNKNOWN,False,False,False,,S01015,SPU_毛呢大_0015,毛呢大衣,winter,
ABOVE_MINIMUM,Current (3.55) >= minimum (1.00),3.5502298854208525,1.0,global_fallback,0.0,0,True,UNKNOWN,False,False,False,,S01015,SPU_毛呢大_0015,毛呢大衣,winter,
ABOVE_MINIMUM,Current (3.55) >= minimum (1.00),3.5502298854208525,1.0,global_fallback,0.0,0,True,UNKNOWN,False,False,False,,S01015,SPU_毛呢大_0015,毛呢大衣,winter,
ABOVE_MINIMUM,Current (3.55) >= minimum (1.00),3.5502298854208525,1.0,global_fallback,0.0,0,True,UNKNOWN,False,False,False,,S01015,SPU_毛呢大_0015,毛呢大衣,winter,
ABOVE_MINIMUM,Current (3.55) >= minimum (1.00),3.5502298854208525,1.0,global_fallback,0.0,0,True,UNKNOWN,False,False,False,,S01015,SPU_毛呢大_0015,毛呢大衣,winter,
SKIPPED_NO_DEMAND,No demand signal: No demand signal - zero sales and low sell-through,1.943939678995823,1.0,global_fallback,0.0,0,False,UNKNOWN,False,False,False,,S01016,SPU_夹克_0016,夹克,transition,
SKIPPED_NO_DEMAND,No demand signal: No demand signal - zero sales and low sell-through,1.943939678995823,1.0,global_fallback,0.0,0,False,UNKNOWN,False,False,False,,S01016,SPU_夹克_0016,夹克,transition,
SKIPPED_NO_DEMAND,No demand signal: No demand signal - zero sales and low sell-through,1.943939678995823,1.0,global_fallback,0.0,0,False,UNKNOWN,False,False,False,,S01016,SPU_夹克_0016,夹克,transition,
SKIPPED_NO_DEMAND,No demand signal: No demand signal - zero sales and low sell-through,1.943939678995823,1.0,global_fallback,0.0,0,False,UNKNOWN,False,False,False,,S01016,SPU_夹克_0016,夹克,transition,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.18631314159464357,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.19, threshold=1.00 (global_fallback), increase=+1",S01017,SPU_针织衫_0017,针织衫,transition,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.18631314159464357,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.19, threshold=1.00 (global_fallback), increase=+1",S01017,SPU_针织衫_0017,针织衫,transition,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.18631314159464357,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.19, threshold=1.00 (global_fallback), increase=+1",S01017,SPU_针织衫_0017,针织衫,transition,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.18631314159464357,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.19, threshold=1.00 (global_fallback), increase=+1",S01017,SPU_针织衫_0017,针织衫,transition,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.4283063384285038,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.43, threshold=1.00 (global_fallback), increase=+1",S01018,SPU_T恤_0018,T恤,summer,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.4283063384285038,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.43, threshold=1.00 (global_fallback), increase=+1",S01018,SPU_T恤_0018,T恤,summer,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.4283063384285038,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.43, threshold=1.00 (global_fallback), increase=+1",S01018,SPU_T恤_0018,T恤,summer,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.4283063384285038,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.43, threshold=1.00 (global_fallback), increase=+1",S01018,SPU_T恤_0018,T恤,summer,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.4283063384285038,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.43, threshold=1.00 (global_fallback), increase=+1",S01018,SPU_T恤_0018,T恤,summer,
ABOVE_MINIMUM,Current (4.23) >= minimum (1.00),4.232481518257668,1.0,global_fallback,0.0,0,True,UNKNOWN,False,False,False,,S01019,SPU_短裤_0019,短裤,summer,
ABOVE_MINIMUM,Current (4.23) >= minimum (1.00),4.232481518257668,1.0,global_fallback,0.0,0,True,UNKNOWN,False,False,False,,S01019,SPU_短裤_0019,短裤,summer,
ABOVE_MINIMUM,Current (4.23) >= minimum (1.00),4.232481518257668,1.0,global_fallback,0.0,0,True,UNKNOWN,False,False,False,,S01019,SPU_短裤_0019,短裤,summer,
ABOVE_MINIMUM,Current (4.23) >= minimum (1.00),4.232481518257668,1.0,global_fallback,0.0,0,True,UNKNOWN,False,False,False,,S01019,SPU_短裤_0019,短裤,summer,
ABOVE_MINIMUM,Current (1.49) >= minimum (1.00),1.4883518188026934,1.0,global_fallback,0.0,0,True,UNKNOWN,False,False,False,,S01020,SPU_短袖_0020,短袖,summer,
ABOVE_MINIMUM,Current (1.49) >= minimum (1.00),1.4883518188026934,1.0,global_fallback,0.0,0,True,UNKNOWN,False,False,False,,S01020,SPU_短袖_0020,短袖,summer,
ABOVE_MINIMUM,Current (1.49) >= minimum (1.00),1.4883518188026934,1.0,global_fallback,0.0,0,True,UNKNOWN,False,False,False,,S01020,SPU_短袖_0020,短袖,summer,
ABOVE_MINIMUM,Current (1.49) >= minimum (1.00),1.4883518188026934,1.0,global_fallback,0.0,0,True,UNKNOWN,False,False,False,,S01020,SPU_短袖_0020,短袖,summer,
ABOVE_MINIMUM,Current (1.49) >= minimum (1.00),1.4883518188026934,1.0,global_fallback,0.0,0,True,UNKNOWN,False,False,False,,S01020,SPU_短袖_0020,短袖,summer,
ABOVE_MINIMUM,Current (4.44) >= minimum (1.00),4.442922333025374,1.0,global_fallback,0.0,0,True,UNKNOWN,False,False,False,,S01021,SPU_内衣_0021,内衣,all_season,
ABOVE_MINIMUM,Current (4.44) >= minimum (1.00),4.442922333025374,1.0,global_fallback,0.0,0,True,UNKNOWN,False,False,False,,S01021,SPU_内衣_0021,内衣,all_season,
ABOVE_MINIMUM,Current (4.44) >= minimum (1.00),4.442922333025374,1.0,global_fallback,0.0,0,True,UNKNOWN,False,False,False,,S01021,SPU_内衣_0021,内衣,all_season,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.29530041779821936,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.30, threshold=1.00 (global_fallback), increase=+1",S01022,SPU_配饰_0022,配饰,all_season,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.29530041779821936,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.30, threshold=1.00 (global_fallback), increase=+1",S01022,SPU_配饰_0022,配饰,all_season,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.29530041779821936,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.30, threshold=1.00 (global_fallback), increase=+1",S01022,SPU_配饰_0022,配饰,all_season,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.29530041779821936,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.30, threshold=1.00 (global_fallback), increase=+1",S01022,SPU_配饰_0022,配饰,all_season,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.29530041779821936,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.30, threshold=1.00 (global_fallback), increase=+1",S01022,SPU_配饰_0022,配饰,all_season,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.29750085027088097,1.0,global_fallback,1.0,1,True,UNKNOWN,False,True,True,"Below minimum: current=0.30, threshold=1.00 (global_fallback), increase=+1",S01023,SPU_直筒裤_0023,直筒裤,core,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.29750085027088097,1.0,global_fallback,1.0,1,True,UNKNOWN,False,True,True,"Below minimum: current=0.30, threshold=1.00 (global_fallback), increase=+1",S01023,SPU_直筒裤_0023,直筒裤,core,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.29750085027088097,1.0,global_fallback,1.0,1,True,UNKNOWN,False,True,True,"Below minimum: current=0.30, threshold=1.00 (global_fallback), increase=+1",S01023,SPU_直筒裤_0023,直筒裤,core,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.29750085027088097,1.0,global_fallback,1.0,1,True,UNKNOWN,False,True,True,"Below minimum: current=0.30, threshold=1.00 (global_fallback), increase=+1",S01023,SPU_直筒裤_0023,直筒裤,core,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.29750085027088097,1.0,global_fallback,1.0,1,True,UNKNOWN,False,True,True,"Below minimum: current=0.30, threshold=1.00 (global_fallback), increase=+1",S01023,SPU_直筒裤_0023,直筒裤,core,
ABOVE_MINIMUM,Current (3.01) >= minimum (1.00),3.010716092915446,1.0,global_fallback,0.0,0,True,UNKNOWN,False,True,False,,S01024,SPU_束脚裤_0024,束脚裤,core,
ABOVE_MINIMUM,Current (3.01) >= minimum (1.00),3.010716092915446,1.0,global_fallback,0.0,0,True,UNKNOWN,False,True,False,,S01024,SPU_束脚裤_0024,束脚裤,core,
ABOVE_MINIMUM,Current (3.01) >= minimum (1.00),3.010716092915446,1.0,global_fallback,0.0,0,True,UNKNOWN,False,True,False,,S01024,SPU_束脚裤_0024,束脚裤,core,
ABOVE_MINIMUM,Current (2.79) >= minimum (1.00),2.7911326582923666,1.0,global_fallback,0.0,0,True,UNKNOWN,False,True,False,,S01025,SPU_锥形裤_0025,锥形裤,core,
ABOVE_MINIMUM,Current (2.79) >= minimum (1.00),2.7911326582923666,1.0,global_fallback,0.0,0,True,UNKNOWN,False,True,False,,S01025,SPU_锥形裤_0025,锥形裤,core,
ABOVE_MINIMUM,Current (2.79) >= minimum (1.00),2.7911326582923666,1.0,global_fallback,0.0,0,True,UNKNOWN,False,True,False,,S01025,SPU_锥形裤_0025,锥形裤,core,
ABOVE_MINIMUM,Current (2.79) >= minimum (1.00),2.7911326582923666,1.0,global_fallback,0.0,0,True,UNKNOWN,False,True,False,,S01025,SPU_锥形裤_0025,锥形裤,core,
ABOVE_MINIMUM,Current (2.79) >= minimum (1.00),2.7911326582923666,1.0,global_fallback,0.0,0,True,UNKNOWN,False,True,False,,S01025,SPU_锥形裤_0025,锥形裤,core,
ABOVE_MINIMUM,Current (2.47) >= minimum (1.00),2.471132530877013,1.0,global_fallback,0.0,0,True,UNKNOWN,False,False,False,,S01026,SPU_羽绒服_0026,羽绒服,winter,
ABOVE_MINIMUM,Current (2.47) >= minimum (1.00),2.471132530877013,1.0,global_fallback,0.0,0,True,UNKNOWN,False,False,False,,S01026,SPU_羽绒服_0026,羽绒服,winter,
ABOVE_MINIMUM,Current (2.47) >= minimum (1.00),2.471132530877013,1.0,global_fallback,0.0,0,True,UNKNOWN,False,False,False,,S01026,SPU_羽绒服_0026,羽绒服,winter,
ABOVE_MINIMUM,Current (2.47) >= minimum (1.00),2.471132530877013,1.0,global_fallback,0.0,0,True,UNKNOWN,False,False,False,,S01026,SPU_羽绒服_0026,羽绒服,winter,
ABOVE_MINIMUM,Current (2.47) >= minimum (1.00),2.471132530877013,1.0,global_fallback,0.0,0,True,UNKNOWN,False,False,False,,S01026,SPU_羽绒服_0026,羽绒服,winter,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.5065590213925749,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.51, threshold=1.00 (global_fallback), increase=+1",S01027,SPU_棉服_0027,棉服,winter,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.5065590213925749,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.51, threshold=1.00 (global_fallback), increase=+1",S01027,SPU_棉服_0027,棉服,winter,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.5065590213925749,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.51, threshold=1.00 (global_fallback), increase=+1",S01027,SPU_棉服_0027,棉服,winter,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.5065590213925749,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.51, threshold=1.00 (global_fallback), increase=+1",S01027,SPU_棉服_0027,棉服,winter,
BELOW_MINIMUM,Below minimum threshold (global_fallback),0.5065590213925749,1.0,global_fallback,1.0,1,True,UNKNOWN,False,False,True,"Below minimum: current=0.51, threshold=1.00 (global_fallback), increase=+1",S01027,SPU_棉服_0027,棉服,winter,
SKIPPED_NO_DEMAND,No demand signal: No demand signal - zero sales and low sell-through,1.9059831007917518,1.0,global_fallback,0.0,0,False,UNKNOWN,False,False,False,,S01028,SPU_毛呢大_0028,毛呢大衣,winter,
