str_code,spu_code,sub_cate_name,cluster_id,cluster_adoption,recommended_quantity,expected_investment,sell_through_validated,simulated_season,climate_gate_passed,time_gate_passed,suppression_reason,store_temperature,spu_temperature_band,current_season,final_recommendation
33177,DOWN_0030,羽绒服,8,0.9464922433748979,6,162.79639251104194,True,winter,True,False,Cold products NOT appropriate for summer_peak,35.77328717483057,Cold,summer_peak,SUPPRESS_TIME
44303,DOWN_0031,羽绒服,1,0.8951527017052046,2,1108.7757083025592,True,winter,True,False,Cold products NOT appropriate for summer_peak,24.602291886501575,Cold,summer_peak,SUPPRESS_TIME
44146,KNIT_0032,针织衫,44,0.8363082907267251,4,253.62132003215896,True,transition,True,False,Cool products NOT appropriate for summer_peak,25.489165503181063,Cool,summer_peak,SUPPRESS_TIME
13135,DOWN_0033,羽绒服,41,0.909232452291779,8,993.571205447473,True,winter,True,False,Cold products NOT appropriate for summer_peak,23.229473211821748,Cold,summer_peak,SUPPRESS_TIME
31021,KNIT_0034,针织衫,13,0.8803662026112138,1,386.363333534316,True,transition,True,False,Cool products NOT appropriate for summer_peak,34.44724534968795,Cool,summer_peak,SUPPRESS_TIME
21073,KNIT_0035,针织衫,2,0.9043719210186323,3,1222.6965920576595,True,transition,True,False,Cool products NOT appropriate for summer_peak,33.80200648311035,Cool,summer_peak,SUPPRESS_TIME
45140,WOOL_0036,毛呢大衣,1,0.9066724298657026,3,762.4653758542858,True,winter,True,False,Cold products NOT appropriate for summer_peak,28.603228891208605,Cold,summer_peak,SUPPRESS_TIME
44239,TRENCH_0037,风衣,44,0.9410784896734405,8,834.7971579710211,True,transition,True,False,Cool products NOT appropriate for summer_peak,25.709960027322587,Cool,summer_peak,SUPPRESS_TIME
32750,ACCESSORY_0038,配饰,22,0.8511599526575387,9,497.236079401656,True,all,True,True,,26.6170681394287,All,summer_peak,ADD
41164,UNDERWEAR_0039,内衣,10,0.8386912441572734,9,1081.6081934149272,True,all,True,True,,25.350837480186463,All,summer_peak,ADD
33553,PADDED_0040,棉服,22,0.9494380549636886,5,1810.7943086103278,True,winter,True,False,Cold products NOT appropriate for summer_peak,30.41875107389535,Cold,summer_peak,SUPPRESS_TIME
51147,SHORT_SLV_0041,短袖,16,0.8523814361918991,3,1727.0161545683757,True,summer,True,True,,34.37900640654363,Hot,summer_peak,ADD
51241,SHORTS_0042,短裤,37,0.9331655148141439,4,259.8659334905928,True,summer,True,True,,32.28158446379527,Hot,summer_peak,ADD
41178,KNIT_0043,针织衫,10,0.9003482382071343,3,807.3372564673118,True,transition,True,False,Cool products NOT appropriate for summer_peak,33.599689859440424,Cool,summer_peak,SUPPRESS_TIME
42030,WOOL_0044,毛呢大衣,10,0.9460495755132976,2,405.53529769324746,True,winter,True,False,Cold products NOT appropriate for summer_peak,34.39307802064021,Cold,summer_peak,SUPPRESS_TIME
32210,PADDED_0045,棉服,3,0.903784279653904,9,434.2579800869562,True,winter,True,False,Cold products NOT appropriate for summer_peak,31.35750011246025,Cold,summer_peak,SUPPRESS_TIME
43080,DOWN_0046,羽绒服,10,0.8740840572775151,4,796.2906907074339,True,winter,True,False,Cold products NOT appropriate for summer_peak,30.386902503592214,Cold,summer_peak,SUPPRESS_TIME
41107,TSHIRT_0047,T恤,10,0.9081409886378193,1,1130.8264380543087,True,summer,True,True,,32.502699208146,Hot,summer_peak,ADD
33685,WOOL_0048,毛呢大衣,8,0.8954498927278843,6,563.5803224202588,True,winter,True,False,Cold products NOT appropriate for summer_peak,41.39588663999949,Cold,summer_peak,SUPPRESS_TIME
51209,KNIT_0049,针织衫,37,0.858964658700014,6,1821.5876966652527,True,transition,True,False,Cool products NOT appropriate for summer_peak,39.12087416879839,Cool,summer_peak,SUPPRESS_TIME
51179,PADDED_0050,棉服,37,0.8525117611542014,1,1196.1173807900823,True,winter,True,False,Cold products NOT appropriate for summer_peak,37.727221267129394,Cold,summer_peak,SUPPRESS_TIME
33694,DOWN_0051,羽绒服,5,0.8292864481697066,3,1186.807978497448,True,winter,True,False,Cold products NOT appropriate for summer_peak,32.4736747438094,Cold,summer_peak,SUPPRESS_TIME
35124,DOWN_0052,羽绒服,15,0.8065405657631651,5,1778.638642305892,True,winter,True,False,Cold products NOT appropriate for summer_peak,24.736444384583397,Cold,summer_peak,SUPPRESS_TIME
44321,JACKET_0053,夹克,1,0.9392477843881588,1,1150.2534369874309,True,transition,True,False,Cool products NOT appropriate for summer_peak,26.61071510302318,Cool,summer_peak,SUPPRESS_TIME
32683,WOOL_0054,毛呢大衣,9,0.9470497375574068,4,659.4528949322128,True,winter,True,False,Cold products NOT appropriate for summer_peak,32.068938093726004,Cold,summer_peak,SUPPRESS_TIME
33723,TSHIRT_0055,T恤,22,0.8402712285335235,3,422.03621870357574,True,summer,True,True,,32.901925182203264,Hot,summer_peak,ADD
44421,UNDERWEAR_0056,内衣,15,0.9404232161241171,3,1183.1162231697933,True,all,True,True,,25.32660309673525,All,summer_peak,ADD
32712,KNIT_0057,针织衫,12,0.8537970171944246,2,712.846452053341,True,transition,True,False,Cool products NOT appropriate for summer_peak,24.054267659966985,Cool,summer_peak,SUPPRESS_TIME
31175,TSHIRT_0058,T恤,5,0.844038776639674,7,897.5836272479254,True,summer,True,True,,39.433840388964384,Hot,summer_peak,ADD
44455,SHORT_SLV_0059,短袖,44,0.8917270566298521,7,1052.8809599056792,True,summer,True,True,,26.282569134208153,Hot,summer_peak,ADD
33139,TRENCH_0060,风衣,8,0.8974945896166647,3,742.190798017918,True,transition,True,False,Cool products NOT appropriate for summer_peak,32.13722647538947,Cool,summer_peak,SUPPRESS_TIME
34280,PADDED_0061,棉服,9,0.8140972909761304,7,1376.8496570608788,True,winter,True,False,Cold products NOT appropriate for summer_peak,37.73294653182543,Cold,summer_peak,SUPPRESS_TIME
11162,SHORT_SLV_0062,短袖,2,0.8232562425091616,6,1222.5831950811205,True,summer,False,True,Temperature 24.5°C outside Hot band (26-inf°C),24.484835113277462,Hot,summer_peak,SUPPRESS_CLIMATE
44190,UNDERWEAR_0063,内衣,1,0.9233900840989487,6,1120.4566116736453,True,all,True,True,,22.7094138339386,All,summer_peak,ADD
43066,JACKET_0064,夹克,4,0.8685897742420593,6,198.19527022035462,True,transition,True,False,Cool products NOT appropriate for summer_peak,33.540942495379355,Cool,summer_peak,SUPPRESS_TIME
11151,WOOL_0065,毛呢大衣,2,0.895614485224731,4,352.2163022616426,True,winter,True,False,Cold products NOT appropriate for summer_peak,25.21217891246366,Cold,summer_peak,SUPPRESS_TIME
32265,UNDERWEAR_0066,内衣,9,0.8484434709411869,1,857.7597127451096,True,all,True,True,,36.525408769127544,All,summer_peak,ADD
44407,UNDERWEAR_0067,内衣,1,0.8117684572013399,5,450.2339812296031,True,all,True,True,,32.20299014459728,All,summer_peak,ADD
44470,TSHIRT_0068,T恤,24,0.8642471712410161,5,210.56783146604286,True,summer,False,True,Temperature 25.3°C outside Hot band (26-inf°C),25.30763294367473,Hot,summer_peak,SUPPRESS_CLIMATE
32720,DOWN_0069,羽绒服,3,0.8663528344596657,6,1457.7322531301184,True,winter,True,False,Cold products NOT appropriate for summer_peak,26.825753035345464,Cold,summer_peak,SUPPRESS_TIME
32476,JACKET_0070,夹克,29,0.8957405890765026,7,1348.511524150317,True,transition,True,False,Cool products NOT appropriate for summer_peak,23.526758556599532,Cool,summer_peak,SUPPRESS_TIME
32636,KNIT_0071,针织衫,5,0.9095058974842728,3,570.6888800521991,True,transition,True,False,Cool products NOT appropriate for summer_peak,28.93115308759075,Cool,summer_peak,SUPPRESS_TIME
32636,KNIT_0071,针织衫,5,0.9095058974842728,3,570.6888800521991,True,transition,True,False,Cool products NOT appropriate for summer_peak,30.92357410158851,Cool,summer_peak,SUPPRESS_TIME
44101,WOOL_0072,毛呢大衣,1,0.9136769165696553,9,749.571366761163,True,winter,True,False,Cold products NOT appropriate for summer_peak,33.915905239332865,Cold,summer_peak,SUPPRESS_TIME
36041,JACKET_0073,夹克,4,0.8141235482402841,4,433.1275127897432,True,transition,True,False,Cool products NOT appropriate for summer_peak,35.91789267393581,Cool,summer_peak,SUPPRESS_TIME
32573,TRENCH_0074,风衣,3,0.8259802804865023,5,857.1589953550096,True,transition,True,False,Cool products NOT appropriate for summer_peak,39.06381868604314,Cool,summer_peak,SUPPRESS_TIME
44351,JACKET_0075,夹克,1,0.933002058094707,4,811.7639677902953,True,transition,True,False,Cool products NOT appropriate for summer_peak,31.97673779136191,Cool,summer_peak,SUPPRESS_TIME
43147,DOWN_0076,羽绒服,4,0.8809066172600094,4,1270.1172123408362,True,winter,True,False,Cold products NOT appropriate for summer_peak,31.018011656276176,Cold,summer_peak,SUPPRESS_TIME
32206,TSHIRT_0077,T恤,9,0.9416377395687751,4,1193.40093796417,True,summer,True,True,,34.85992185343216,Hot,summer_peak,ADD
43012,DOWN_0078,羽绒服,32,0.9216806265104004,5,1289.2853731929883,True,winter,True,False,Cold products NOT appropriate for summer_peak,37.007186794489584,Cold,summer_peak,SUPPRESS_TIME
41170,SHORTS_0079,短裤,6,0.9358025962934096,2,174.02995138944388,True,summer,True,True,,31.329329977236313,Hot,summer_peak,ADD
33296,WOOL_0080,毛呢大衣,8,0.850483132233309,8,832.2535798345735,True,winter,True,False,Cold products NOT appropriate for summer_peak,33.48490779979775,Cold,summer_peak,SUPPRESS_TIME
43129,PADDED_0081,棉服,4,0.8391041792353855,7,324.5131724811469,True,winter,True,False,Cold products NOT appropriate for summer_peak,32.04469578175582,Cold,summer_peak,SUPPRESS_TIME
43185,ACCESSORY_0082,配饰,10,0.931620802029058,4,894.0974602595996,True,all,True,True,,32.268754727948355,All,summer_peak,ADD
33112,UNDERWEAR_0083,内衣,22,0.8635206413462178,8,1632.9860046078015,True,all,True,True,,32.122447181030765,All,summer_peak,ADD
34301,TRENCH_0084,风衣,9,0.8558027128689175,7,1203.0336234534286,True,transition,True,False,Cool products NOT appropriate for summer_peak,34.95685938164514,Cool,summer_peak,SUPPRESS_TIME
11130,DOWN_0085,羽绒服,2,0.9019767169850369,7,1533.6314607608965,True,winter,True,False,Cold products NOT appropriate for summer_peak,25.89848584981681,Cold,summer_peak,SUPPRESS_TIME
33540,DOWN_0086,羽绒服,22,0.8801491210295845,4,1670.269185604709,True,winter,True,False,Cold products NOT appropriate for summer_peak,37.07860545417684,Cold,summer_peak,SUPPRESS_TIME
37167,ACCESSORY_0087,配饰,10,0.8149977330742796,4,120.59153781256688,True,all,True,True,,31.261292087676424,All,summer_peak,ADD
12067,SHORT_SLV_0088,短袖,2,0.8478970456385623,4,1189.5319874342435,True,summer,False,True,Temperature 24.7°C outside Hot band (26-inf°C),24.715929017950028,Hot,summer_peak,SUPPRESS_CLIMATE
41025,JACKET_0089,夹克,34,0.8137556220887722,9,1152.0357994570213,True,transition,True,False,Cool products NOT appropriate for summer_peak,31.901330917686025,Cool,summer_peak,SUPPRESS_TIME
42024,TRENCH_0090,风衣,4,0.9419291814322535,9,315.5827438331512,True,transition,True,False,Cool products NOT appropriate for summer_peak,35.539589497568656,Cool,summer_peak,SUPPRESS_TIME
34170,UNDERWEAR_0091,内衣,3,0.8086338140024967,5,1500.3675579029168,True,all,True,True,,38.65523672638596,All,summer_peak,ADD
33267,ACCESSORY_0092,配饰,8,0.9058747225818041,9,1546.8702002631971,True,all,True,True,,25.572868350991847,All,summer_peak,ADD
42121,SHORTS_0093,短裤,32,0.8109144509546291,2,1794.6041266758757,True,summer,True,True,,31.61599761618885,Hot,summer_peak,ADD
35128,JACKET_0094,夹克,15,0.8769989253038589,6,1974.6151991522333,True,transition,True,False,Cool products NOT appropriate for summer_peak,32.87036924868816,Cool,summer_peak,SUPPRESS_TIME
42080,DOWN_0095,羽绒服,32,0.9320539952957625,1,1899.7722970293316,True,winter,True,False,Cold products NOT appropriate for summer_peak,33.12353605028444,Cold,summer_peak,SUPPRESS_TIME
31077,TRENCH_0096,风衣,22,0.8525327370050471,3,1576.5791402621298,True,transition,True,False,Cool products NOT appropriate for summer_peak,32.30143087083642,Cool,summer_peak,SUPPRESS_TIME
35106,TSHIRT_0097,T恤,15,0.8636333013870464,3,311.2752163816875,True,summer,True,True,,26.971064808976468,Hot,summer_peak,ADD
21019,PADDED_0098,棉服,2,0.870299096299119,4,325.75404090933665,True,winter,True,False,Cold products NOT appropriate for summer_peak,31.026514996718134,Cold,summer_peak,SUPPRESS_TIME
33453,SHORT_SLV_0099,短袖,13,0.9116317485414946,3,1208.4006536846032,True,summer,True,True,,31.14631896979161,Hot,summer_peak,ADD
21078,SHORT_SLV_0100,短袖,14,0.8562305869285556,1,257.49351121737305,True,summer,False,True,Temperature 23.3°C outside Hot band (26-inf°C),23.305329765316497,Hot,summer_peak,SUPPRESS_CLIMATE
33643,KNIT_0101,针织衫,22,0.8654503747409834,5,182.46148826652825,True,transition,True,False,Cool products NOT appropriate for summer_peak,34.651416059493066,Cool,summer_peak,SUPPRESS_TIME
31029,JACKET_0102,夹克,13,0.8379485251983861,3,1941.674817676288,True,transition,True,False,Cool products NOT appropriate for summer_peak,39.498568069403845,Cool,summer_peak,SUPPRESS_TIME
51228,SHORT_SLV_0103,短袖,37,0.8325213659879737,1,1292.3603521597206,True,summer,True,True,,31.305742270815795,Hot,summer_peak,ADD
32432,SHORT_SLV_0104,短袖,3,0.9372881512503659,8,849.5914173554468,True,summer,False,True,Temperature 25.4°C outside Hot band (26-inf°C),25.448926362271767,Hot,summer_peak,SUPPRESS_CLIMATE
33090,JACKET_0105,夹克,8,0.84160717744717,4,981.0269693859661,True,transition,True,False,Cool products NOT appropriate for summer_peak,36.7474755943434,Cool,summer_peak,SUPPRESS_TIME
32554,JACKET_0106,夹克,3,0.9461592211499249,6,161.40030710833588,True,transition,True,False,Cool products NOT appropriate for summer_peak,35.19925879245325,Cool,summer_peak,SUPPRESS_TIME
36006,DOWN_0107,羽绒服,10,0.8616810081308279,3,1662.8207615540211,True,winter,True,False,Cold products NOT appropriate for summer_peak,34.317250270905966,Cold,summer_peak,SUPPRESS_TIME
43110,WOOL_0108,毛呢大衣,10,0.908857926258254,9,894.6617689521759,True,winter,True,False,Cold products NOT appropriate for summer_peak,36.15111864235071,Cold,summer_peak,SUPPRESS_TIME
33387,PADDED_0109,棉服,8,0.8827381808816105,5,150.0972515447788,True,winter,True,False,Cold products NOT appropriate for summer_peak,26.92654445720944,Cold,summer_peak,SUPPRESS_TIME
44434,KNIT_0110,针织衫,1,0.9215829996172749,1,815.8040428820874,True,transition,True,False,Cool products NOT appropriate for summer_peak,31.26293413560493,Cool,summer_peak,SUPPRESS_TIME
12034,SHORT_SLV_0111,短袖,2,0.9454871596721904,1,1692.824538951162,True,summer,False,True,Temperature 25.9°C outside Hot band (26-inf°C),25.85440772620623,Hot,summer_peak,SUPPRESS_CLIMATE
43151,SHORT_SLV_0112,短袖,10,0.8622229253506498,1,125.97673317129484,True,summer,True,True,,32.71064704288495,Hot,summer_peak,ADD
32523,DOWN_0113,羽绒服,9,0.8801519412544194,5,1993.6099904404202,True,winter,True,False,Cold products NOT appropriate for summer_peak,34.31986319742099,Cold,summer_peak,SUPPRESS_TIME
41211,TSHIRT_0114,T恤,10,0.9153481122770766,5,1538.4542838806663,True,summer,True,True,,30.840112767250975,Hot,summer_peak,ADD
12079,DOWN_0115,羽绒服,2,0.8361627248494448,9,345.4028887878405,True,winter,True,False,Cold products NOT appropriate for summer_peak,25.28685216132062,Cold,summer_peak,SUPPRESS_TIME
11162,TRENCH_0116,风衣,2,0.8342964208255195,1,1538.2983511272346,True,transition,True,False,Cool products NOT appropriate for summer_peak,24.484835113277462,Cool,summer_peak,SUPPRESS_TIME
51197,SHORTS_0117,短裤,16,0.8033277113045453,2,1004.800323899127,True,summer,True,True,,36.06592397284322,Hot,summer_peak,ADD
33328,ACCESSORY_0118,配饰,22,0.8461665859656574,1,1148.6229936715226,True,all,True,True,,26.69369684440662,All,summer_peak,ADD
32299,ACCESSORY_0119,配饰,3,0.8605224299318596,7,1534.7607857798762,True,all,True,True,,35.72617404013615,All,summer_peak,ADD
32624,ACCESSORY_0120,配饰,22,0.8319446242263366,6,1272.8010529848548,True,all,True,True,,33.773433356168894,All,summer_peak,ADD
37076,PADDED_0121,棉服,10,0.8954966482433424,3,1817.901519538122,True,winter,True,False,Cold products NOT appropriate for summer_peak,29.983760613385886,Cold,summer_peak,SUPPRESS_TIME
37078,SHORT_SLV_0122,短袖,6,0.8770984233739716,8,1829.8954289662188,True,summer,False,True,Temperature 25.5°C outside Hot band (26-inf°C),25.486028030972022,Hot,summer_peak,SUPPRESS_CLIMATE
32556,TSHIRT_0123,T恤,9,0.8785403414022517,1,1904.0891849495201,True,summer,True,True,,33.39934101675652,Hot,summer_peak,ADD
14009,SHORTS_0124,短裤,41,0.9263137122528065,1,590.6643377680209,True,summer,True,True,,34.85561862705802,Hot,summer_peak,ADD
12046,PADDED_0125,棉服,41,0.8931208526633136,2,724.6280595462656,True,winter,True,False,Cold products NOT appropriate for summer_peak,26.807526223894325,Cold,summer_peak,SUPPRESS_TIME
11138,ACCESSORY_0126,配饰,33,0.8113794992162996,9,974.2264020687869,True,all,True,True,,23.51288987197122,All,summer_peak,ADD
52075,ACCESSORY_0127,配饰,37,0.8208240758974116,8,442.1278174636672,True,all,True,True,,33.84797761302141,All,summer_peak,ADD
44207,SHORT_SLV_0128,短袖,1,0.9345182614859018,3,1078.9485042420006,True,summer,False,True,Temperature 24.9°C outside Hot band (26-inf°C),24.920692254307248,Hot,summer_peak,SUPPRESS_CLIMATE
33098,PADDED_0129,棉服,22,0.8902903093311441,3,177.65037090630983,True,winter,True,False,Cold products NOT appropriate for summer_peak,30.78293840887108,Cold,summer_peak,SUPPRESS_TIME
34105,PADDED_0130,棉服,21,0.8417885508547938,6,268.53481413840564,True,winter,True,False,Cold products NOT appropriate for summer_peak,32.687399877894684,Cold,summer_peak,SUPPRESS_TIME
32533,UNDERWEAR_0131,内衣,9,0.9341325894343888,1,1056.492814624228,True,all,True,True,,35.260533935029024,All,summer_peak,ADD
44450,ACCESSORY_0132,配饰,1,0.8058968209761649,9,1014.176248706957,True,all,True,True,,25.09351580747508,All,summer_peak,ADD
34199,ACCESSORY_0133,配饰,9,0.938130860079772,1,626.0675314796871,True,all,True,True,,36.15685176028959,All,summer_peak,ADD
36133,SHORTS_0134,短裤,4,0.9122389535575487,4,497.7637143397496,True,summer,True,True,,35.05451449410982,Hot,summer_peak,ADD
32733,SHORTS_0135,短裤,21,0.8726784477786532,7,1109.4049325497147,True,summer,True,True,,31.303768724565536,Hot,summer_peak,ADD
32259,UNDERWEAR_0136,内衣,35,0.8055024804335897,8,352.9221643162087,True,all,True,True,,29.55773276968441,All,summer_peak,ADD
32259,UNDERWEAR_0136,内衣,35,0.8055024804335897,8,352.9221643162087,True,all,True,True,,33.857707285435275,All,summer_peak,ADD
34101,TSHIRT_0137,T恤,35,0.8767516163173499,2,950.0834969645638,True,summer,True,True,,35.81968468610475,Hot,summer_peak,ADD
34101,TSHIRT_0137,T恤,35,0.8767516163173499,2,950.0834969645638,True,summer,True,True,,34.81439591706233,Hot,summer_peak,ADD
45041,SHORT_SLV_0138,短袖,24,0.9106107809140729,7,711.9504146080387,True,summer,True,True,,26.467728526722308,Hot,summer_peak,ADD
36075,KNIT_0139,针织衫,10,0.8491246028266872,9,1792.0018334058004,True,transition,True,False,Cool products NOT appropriate for summer_peak,35.186984571834365,Cool,summer_peak,SUPPRESS_TIME
51177,TRENCH_0140,风衣,11,0.8532656454918958,9,1047.0401779652088,True,transition,True,False,Cool products NOT appropriate for summer_peak,33.937415606517334,Cool,summer_peak,SUPPRESS_TIME
53002,TRENCH_0141,风衣,37,0.8805659812727822,2,1159.710305305831,True,transition,True,False,Cool products NOT appropriate for summer_peak,22.59613878552234,Cool,summer_peak,SUPPRESS_TIME
42114,TRENCH_0142,风衣,32,0.8968875861997402,2,564.2709953828436,True,transition,True,False,Cool products NOT appropriate for summer_peak,41.912594418023005,Cool,summer_peak,SUPPRESS_TIME
33548,KNIT_0143,针织衫,8,0.890866222903533,1,114.315289954742,True,transition,True,False,Cool products NOT appropriate for summer_peak,35.83368486734801,Cool,summer_peak,SUPPRESS_TIME
44235,KNIT_0144,针织衫,44,0.8368936592576762,4,1716.553283888678,True,transition,True,False,Cool products NOT appropriate for summer_peak,36.453862405504566,Cool,summer_peak,SUPPRESS_TIME
43142,SHORTS_0145,短裤,10,0.9345148136939637,7,198.10740796157438,True,summer,True,True,,35.31250338411059,Hot,summer_peak,ADD
34166,JACKET_0146,夹克,21,0.9473567925362909,6,855.925638186909,True,transition,True,False,Cool products NOT appropriate for summer_peak,35.12800388614362,Cool,summer_peak,SUPPRESS_TIME
44299,ACCESSORY_0147,配饰,23,0.929826068884097,6,1952.6276095957708,True,all,True,True,,24.12721261237788,All,summer_peak,ADD
43139,SHORTS_0148,短裤,10,0.9084344144932663,9,1465.068814589452,True,summer,True,True,,32.73272011508132,Hot,summer_peak,ADD
41107,UNDERWEAR_0149,内衣,10,0.8419968640490426,5,455.3831222592944,True,all,True,True,,32.502699208146,All,summer_peak,ADD
34326,TRENCH_0150,风衣,21,0.8638154657924625,1,1498.8696490271275,True,transition,True,False,Cool products NOT appropriate for summer_peak,34.43241378101778,Cool,summer_peak,SUPPRESS_TIME
53080,DOWN_0151,羽绒服,7,0.8915930063662448,6,1204.3526207029633,True,winter,True,False,Cold products NOT appropriate for summer_peak,24.823171016798156,Cold,summer_peak,SUPPRESS_TIME
14010,TRENCH_0152,风衣,41,0.8480963288239272,3,198.46471996261113,True,transition,True,False,Cool products NOT appropriate for summer_peak,24.390966746507832,Cool,summer_peak,SUPPRESS_TIME
33154,SHORTS_0153,短裤,22,0.8201622015408462,7,1142.951761789057,True,summer,True,True,,34.78182280119043,Hot,summer_peak,ADD
51159,SHORTS_0154,短裤,16,0.9214811668781953,1,363.7670695398387,True,summer,True,True,,37.11240464456255,Hot,summer_peak,ADD
51013,SHORTS_0155,短裤,37,0.8909152821583758,3,762.8497064316911,True,summer,False,True,Temperature 25.8°C outside Hot band (26-inf°C),25.833713683014945,Hot,summer_peak,SUPPRESS_CLIMATE
43085,PADDED_0156,棉服,4,0.8186445835228318,8,1982.7660052690421,True,winter,True,False,Cold products NOT appropriate for summer_peak,36.34060943508669,Cold,summer_peak,SUPPRESS_TIME
