str_code,spu_code,sub_cate_name,category_type,cluster_id,quantity,eligibility_status,adjusted_by_step8,recent_sales_units,sell_through_rate,original_below_minimum,original_recommended_increase
S01043,SPU_针织衫_0043,针织衫,transition,2,4.394679179698698,INELIGIBLE,False,5.528199769079078,0.2372081149182388,False,0
S01044,SPU_T恤_0044,T恤,summer,2,4.468289274320415,ELIGIBLE,False,5.015162946871996,0.6386361431734202,False,0
S01045,SPU_短裤_0045,短裤,summer,1,0.4174270617711107,ELIGIBLE,True,0.27616771873704704,0.46309191640604697,True,1
S01046,SPU_短袖_0046,短袖,summer,3,3.1705785388303065,ELIGIBLE,False,0.3050024993904943,0.029878550999371534,False,0
S01047,SPU_内衣_0047,内衣,all_season,3,0.5177946080438435,ELIGIBLE,False,6.228904758190002,0.0682779719950144,True,1
S01048,SPU_配饰_0048,配饰,all_season,5,0.4290831240453429,ELIGIBLE,False,0.0,0.0,True,1
S01049,SPU_直筒裤_0049,直筒裤,core,5,3.8583804167198084,ELIGIBLE,True,4.33520737580742,0.5952341143992923,False,0
S01050,SPU_束脚裤_0050,束脚裤,core,2,0.8701187317423401,ELIGIBLE,False,4.089529444142698,0.13863545605667663,True,1
S01051,SPU_锥形裤_0051,锥形裤,core,1,1.959149436629613,ELIGIBLE,True,0.0,0.0,False,0
S01052,SPU_羽绒服_0052,羽绒服,winter,5,0.8638922245305554,INELIGIBLE,False,6.117207462343522,0.33568004994223194,True,1
S01053,SPU_棉服_0053,棉服,winter,4,1.6345857905699641,INELIGIBLE,False,0.9179906581344188,0.0753255906148481,False,0
S01054,SPU_毛呢大_0054,毛呢大衣,winter,4,0.1137288814654002,INELIGIBLE,False,3.463043210894008,0.37173905035168914,True,1
S01055,SPU_夹克_0055,夹克,transition,5,3.463400392208866,INELIGIBLE,False,0.0,0.0,False,0
S01056,SPU_针织衫_0056,针织衫,transition,2,3.012545034320351,INELIGIBLE,False,1.629344270814297,0.05645499792034388,False,0
S01057,SPU_T恤_0057,T恤,summer,2,0.5686204650187706,ELIGIBLE,False,3.881699262065219,0.5146305747538825,True,1
S01058,SPU_短裤_0058,短裤,summer,1,4.282557902975821,ELIGIBLE,False,6.5148477185778795,0.1653474879013963,False,0
S01059,SPU_短袖_0059,短袖,summer,5,0.18062240110194133,ELIGIBLE,True,0.0,0.0,True,1
S01060,SPU_内衣_0060,内衣,all_season,3,3.6228905415229686,ELIGIBLE,False,3.4062456946424002,0.2085556225887225,False,0
S01061,SPU_配饰_0061,配饰,all_season,4,2.3933464178127895,ELIGIBLE,False,0.0,0.0,False,0
S01062,SPU_直筒裤_0062,直筒裤,core,1,2.128138290285226,ELIGIBLE,False,8.06834739267264,0.7924041136005386,False,0
S01063,SPU_束脚裤_0063,束脚裤,core,4,4.105651842967987,ELIGIBLE,False,8.584127518430119,0.3431952219000147,False,0
S01064,SPU_锥形裤_0064,锥形裤,core,5,1.9529446096159178,ELIGIBLE,False,4.965611906830777,0.3116944689753628,False,0
S01065,SPU_羽绒服_0065,羽绒服,winter,5,2.5568067149366525,INELIGIBLE,True,0.9128667678613356,0.2554509100723319,False,0
S01066,SPU_棉服_0066,棉服,winter,4,3.527348848679197,INELIGIBLE,False,3.2866454536991596,0.5380147648616308,False,0
S01067,SPU_毛呢大_0067,毛呢大衣,winter,4,4.12518420188481,INELIGIBLE,False,9.742482085344102,0.7967449936242633,False,0
S01068,SPU_夹克_0068,夹克,transition,2,4.5508167310331995,INELIGIBLE,False,0.0,0.0,False,0
S01069,SPU_针织衫_0069,针织衫,transition,4,4.347855496949496,INELIGIBLE,False,4.260914750469411,0.17806113405682444,False,0
S01070,SPU_T恤_0070,T恤,summer,1,3.824968908625985,ELIGIBLE,True,0.0,0.0,False,0
S01071,SPU_短裤_0071,短裤,summer,3,4.452554087956015,ELIGIBLE,False,9.076937063485463,0.4735109910570275,False,0
S01072,SPU_短袖_0072,短袖,summer,4,1.334002866794675,ELIGIBLE,False,4.242220092469763,0.7250835080757888,False,0
S01073,SPU_内衣_0073,内衣,all_season,3,0.4241616694251337,ELIGIBLE,False,7.671948531085717,0.6582322815013546,True,1
S01074,SPU_配饰_0074,配饰,all_season,1,1.9500258851698797,ELIGIBLE,False,0.8289132169335423,0.42269609703776734,False,0
S01075,SPU_直筒裤_0075,直筒裤,core,5,1.0486178987592654,ELIGIBLE,False,0.0,0.0,False,0
S01076,SPU_束脚裤_0076,束脚裤,core,5,0.8397146641788769,ELIGIBLE,False,6.954111231066475,0.06034763767181542,True,1
S01077,SPU_锥形裤_0077,锥形裤,core,1,0.3355951574715439,ELIGIBLE,False,3.8420183137921993,0.5896805646744154,True,1
S01078,SPU_羽绒服_0078,羽绒服,winter,3,0.8603291872612471,INELIGIBLE,False,6.201325978015367,0.22190494638490615,True,1
S01079,SPU_棉服_0079,棉服,winter,4,2.5530735359594887,INELIGIBLE,False,3.6034509520526825,0.20795989028341016,False,0
S01080,SPU_毛呢大_0080,毛呢大衣,winter,3,3.1443854653764816,INELIGIBLE,False,6.847311725538793,0.13009355147591303,False,0
S01081,SPU_夹克_0081,夹克,transition,3,4.799199653167696,INELIGIBLE,False,4.182430362906189,0.7461827866832107,False,0
S01082,SPU_针织衫_0082,针织衫,transition,2,1.6593370445480038,INELIGIBLE,False,4.803700818663547,0.7882288405324035,False,0
S01083,SPU_T恤_0083,T恤,summer,3,2.523563426524086,ELIGIBLE,False,8.383287047111379,0.37495452783597627,False,0
S01084,SPU_短裤_0084,短裤,summer,3,0.11093757186159783,ELIGIBLE,True,5.343462750294631,0.5999285995759774,True,1
S01085,SPU_短袖_0085,短袖,summer,3,4.075949660722042,ELIGIBLE,False,2.4734810174319763,0.36043530824807485,False,0
S01086,SPU_内衣_0086,内衣,all_season,1,3.42469853780352,ELIGIBLE,False,6.181282404578958,0.28653017442627243,False,0
S01087,SPU_配饰_0087,配饰,all_season,2,2.9048427871560567,ELIGIBLE,False,8.163857352130623,0.7743790123518585,False,0
S01088,SPU_直筒裤_0088,直筒裤,core,3,1.536060913802563,ELIGIBLE,True,6.203095513534647,0.5632638144793789,False,0
S01089,SPU_束脚裤_0089,束脚裤,core,3,3.469054848389168,ELIGIBLE,False,6.366443216222826,0.44385248683378054,False,0
S01090,SPU_锥形裤_0090,锥形裤,core,3,2.3930218680932014,ELIGIBLE,False,3.9654278232127016,0.4976693601822988,False,0
S01091,SPU_羽绒服_0091,羽绒服,winter,3,4.185887102695509,INELIGIBLE,False,7.689177413153975,0.05298878228149269,False,0
S01092,SPU_棉服_0092,棉服,winter,5,2.9704723759714784,INELIGIBLE,False,2.401456187781931,0.06069066248693114,False,0
S01093,SPU_毛呢大_0093,毛呢大衣,winter,1,3.3390644237966147,INELIGIBLE,False,1.8006727234929853,0.5572011729816632,False,0
S01094,SPU_夹克_0094,夹克,transition,1,2.8958465610514894,INELIGIBLE,False,0.0,0.0,False,0
S01095,SPU_针织衫_0095,针织衫,transition,2,0.7574325094755594,INELIGIBLE,False,0.3180468148516513,0.43897224736592694,True,1
S01096,SPU_T恤_0096,T恤,summer,5,1.82533487362317,ELIGIBLE,False,6.903948286293653,0.03144971187287915,False,0
S01097,SPU_短裤_0097,短裤,summer,1,3.751138868384332,ELIGIBLE,False,0.0,0.0,False,0
S01098,SPU_短袖_0098,短袖,summer,5,0.7946408856284695,ELIGIBLE,True,9.862569958668152,0.42927251678986605,True,1
S01099,SPU_内衣_0099,内衣,all_season,2,3.125063015894136,ELIGIBLE,False,0.0,0.0,False,0
S01000,SPU_配饰_0100,配饰,all_season,3,0.670679668707642,ELIGIBLE,False,5.321134852653157,0.08573760907182085,True,1
S01001,SPU_直筒裤_0101,直筒裤,core,2,2.58865533001633,ELIGIBLE,False,1.8228387847595806,0.4511720736150691,False,0
S01002,SPU_束脚裤_0102,束脚裤,core,1,0.3619978817423317,ELIGIBLE,False,5.935924535540487,0.5432818553155917,True,1
S01003,SPU_锥形裤_0103,锥形裤,core,3,2.918328407017001,ELIGIBLE,False,5.577422659504374,0.4692283477286073,False,0
S01004,SPU_羽绒服_0104,羽绒服,winter,4,0.3270207246389796,INELIGIBLE,False,5.707783046689119,0.284877380718277,True,1
S01005,SPU_棉服_0105,棉服,winter,5,4.734767295039498,INELIGIBLE,True,3.6535681967405766,0.39024784064699036,False,0
S01006,SPU_毛呢大_0106,毛呢大衣,winter,3,0.7446919093929147,INELIGIBLE,True,0.5163547787451284,0.014593985142688837,True,1
S01007,SPU_夹克_0107,夹克,transition,5,1.4481556086722094,INELIGIBLE,False,8.655071258939802,0.653657656759424,False,0
S01008,SPU_针织衫_0108,针织衫,transition,1,3.8915843864871027,INELIGIBLE,False,5.350367320449106,0.3812955873011296,False,0
S01009,SPU_T恤_0109,T恤,summer,5,1.7481749942300935,ELIGIBLE,False,5.07610378684455,0.1939277859320642,False,0
S01010,SPU_短裤_0110,短裤,summer,1,2.154522212961023,ELIGIBLE,False,0.0,0.0,False,0
S01011,SPU_短袖_0111,短袖,summer,4,3.3755323902315952,ELIGIBLE,False,5.486031179381532,0.43913758391118185,False,0
S01012,SPU_内衣_0112,内衣,all_season,2,4.239497783418539,ELIGIBLE,False,7.6022785988968655,0.47651099248627543,False,0
S01013,SPU_配饰_0113,配饰,all_season,3,4.718116576991303,ELIGIBLE,False,1.2429722348554473,0.5846939801629154,False,0
S01014,SPU_直筒裤_0114,直筒裤,core,1,0.40338286797104034,ELIGIBLE,False,0.4809464396408769,0.625211585401132,True,1
S01015,SPU_束脚裤_0115,束脚裤,core,3,1.8065092801909781,ELIGIBLE,False,0.0,0.0,False,0
S01016,SPU_锥形裤_0116,锥形裤,core,5,0.6070068509761418,ELIGIBLE,False,5.883066757950567,0.5463856507337059,True,1
S01017,SPU_羽绒服_0117,羽绒服,winter,3,3.159124247658532,INELIGIBLE,False,3.553624518183959,0.31318568816120157,False,0
S01018,SPU_棉服_0118,棉服,winter,2,4.625888443858187,INELIGIBLE,False,0.0,0.0,False,0
S01019,SPU_毛呢大_0119,毛呢大衣,winter,3,2.3396224586283445,INELIGIBLE,False,6.200727559285135,0.42676887358105725,False,0
S01020,SPU_夹克_0120,夹克,transition,3,1.6066995189310047,INELIGIBLE,False,7.43946292572677,0.026825947788623506,False,0
S01021,SPU_针织衫_0121,针织衫,transition,2,4.507062547046997,INELIGIBLE,False,1.1063173695520723,0.6771618333876146,False,0
S01022,SPU_T恤_0122,T恤,summer,4,4.1891814631182145,ELIGIBLE,False,7.222525683930662,0.5760292292368595,False,0
S01023,SPU_短裤_0123,短裤,summer,3,3.1708977733903847,ELIGIBLE,False,1.8159771680142567,0.7267604490669027,False,0
S01024,SPU_短袖_0124,短袖,summer,2,1.6134056124643208,ELIGIBLE,False,6.1145423543464785,0.014488147056672408,False,0
S01025,SPU_内衣_0125,内衣,all_season,4,1.4088506569007984,ELIGIBLE,False,0.23022604787637513,0.5210937687905969,False,0
S01026,SPU_配饰_0126,配饰,all_season,1,3.4268601855314236,ELIGIBLE,False,9.343670147690148,0.7404548103254212,False,0
S01027,SPU_直筒裤_0127,直筒裤,core,1,0.8878729591698677,ELIGIBLE,False,0.0,0.0,True,1
S01028,SPU_束脚裤_0128,束脚裤,core,1,2.2457770561825647,ELIGIBLE,False,3.7930569838554886,0.595399721474631,False,0
S01029,SPU_锥形裤_0129,锥形裤,core,2,1.0185280920184114,ELIGIBLE,False,5.373956029379229,0.7358844931302084,False,0
S01030,SPU_羽绒服_0130,羽绒服,winter,2,2.923347912356294,INELIGIBLE,False,0.3284667024343835,0.7301995703033031,False,0
S01031,SPU_棉服_0131,棉服,winter,1,2.6757017980181916,INELIGIBLE,False,5.805883502780435,0.5058114303356244,False,0
S01032,SPU_毛呢大_0132,毛呢大衣,winter,4,0.5121389459254501,INELIGIBLE,False,5.573053688900479,0.6885056143125872,True,1
S01033,SPU_夹克_0133,夹克,transition,5,0.33967672941318167,INELIGIBLE,False,4.267889053367494,0.6398256176594156,True,1
S01034,SPU_针织衫_0134,针织衫,transition,5,2.510903789760677,INELIGIBLE,False,2.9404467922097153,0.5712473598318626,False,0
S01035,SPU_T恤_0135,T恤,summer,2,2.7630509877529126,ELIGIBLE,False,1.552402459307125,0.1455425043962169,False,0
S01036,SPU_短裤_0136,短裤,summer,5,0.7025969765979607,ELIGIBLE,False,5.265784666592937,0.6405998171888969,True,1
S01037,SPU_短袖_0137,短袖,summer,4,4.467975040046094,ELIGIBLE,False,2.538885640433043,0.15689047975476225,False,0
S01038,SPU_内衣_0138,内衣,all_season,5,2.357084983584764,ELIGIBLE,False,5.567215847833661,0.5766504770484053,False,0
S01039,SPU_配饰_0139,配饰,all_season,3,0.6778135454845273,ELIGIBLE,False,3.9718352961845484,0.534468109256517,True,1
S01040,SPU_直筒裤_0140,直筒裤,core,5,2.2959602444271985,ELIGIBLE,True,7.359046131960023,0.6785024763735068,False,0
S01041,SPU_束脚裤_0141,束脚裤,core,5,3.571702254457013,ELIGIBLE,False,6.247612710432511,0.2686926857198681,False,0
S01042,SPU_锥形裤_0142,锥形裤,core,2,1.1369124432821165,ELIGIBLE,False,7.738345232013403,0.29020631573275635,False,0
S01043,SPU_羽绒服_0143,羽绒服,winter,5,0.8587626455697254,INELIGIBLE,False,0.0,0.0,True,1
S01044,SPU_棉服_0144,棉服,winter,2,4.941469248966939,INELIGIBLE,False,0.0,0.0,False,0
S01045,SPU_毛呢大_0145,毛呢大衣,winter,2,0.3149418875079569,INELIGIBLE,False,2.578876854332023,0.11148485925825931,True,1
S01046,SPU_夹克_0146,夹克,transition,3,1.5291048445013216,INELIGIBLE,False,6.831838564454814,0.6580671007293392,False,0
S01047,SPU_针织衫_0147,针织衫,transition,5,2.992363014044023,INELIGIBLE,True,4.9746489397989055,0.5761620653058367,False,0
S01048,SPU_T恤_0148,T恤,summer,5,0.20950850405504584,ELIGIBLE,False,5.974131021703083,0.4804134883469227,True,1
S01049,SPU_短裤_0149,短裤,summer,1,3.2931775127176026,ELIGIBLE,False,7.709113770642705,0.3376288476405499,False,0
S01050,SPU_短袖_0150,短袖,summer,2,0.6904268931410964,ELIGIBLE,True,2.4534910968132095,0.31143649123358125,True,1
S01051,SPU_内衣_0151,内衣,all_season,3,3.876183620736982,ELIGIBLE,False,4.760504021990997,0.5309369322901185,False,0
S01052,SPU_配饰_0152,配饰,all_season,5,2.0796448895687796,ELIGIBLE,False,0.0,0.0,False,0
S01053,SPU_直筒裤_0153,直筒裤,core,4,0.4970929977609891,ELIGIBLE,False,7.7091220374582194,0.08527860250701745,True,1
S01054,SPU_束脚裤_0154,束脚裤,core,1,2.651174202427009,ELIGIBLE,False,4.596815127611311,0.060746728295697675,False,0
S01055,SPU_锥形裤_0155,锥形裤,core,2,3.778785883417707,ELIGIBLE,False,3.6097389694002677,0.07326565866130733,False,0
S01056,SPU_羽绒服_0156,羽绒服,winter,3,4.160054235167424,INELIGIBLE,False,0.8670521186218361,0.7665366344031443,False,0
S01057,SPU_棉服_0157,棉服,winter,3,4.2262445914457984,INELIGIBLE,False,8.491956515653193,0.19973440708734877,False,0
S01058,SPU_毛呢大_0158,毛呢大衣,winter,1,3.772700845827699,INELIGIBLE,True,0.44165437710100175,0.4706110055759449,False,0
S01059,SPU_夹克_0159,夹克,transition,1,0.5543561844421036,INELIGIBLE,False,0.0,0.0,True,1
S01060,SPU_针织衫_0160,针织衫,transition,5,1.7703961111425217,INELIGIBLE,False,7.953418379590974,0.5960516384961764,False,0
S01061,SPU_T恤_0161,T恤,summer,4,2.2764018929730225,ELIGIBLE,False,0.0,0.0,False,0
S01062,SPU_短裤_0162,短裤,summer,3,2.9242475353763457,ELIGIBLE,False,4.410321617481616,0.3235883597454806,False,0
S01063,SPU_短袖_0163,短袖,summer,1,3.646620700322166,ELIGIBLE,False,4.268170566548644,0.7013323022899596,False,0
S01064,SPU_内衣_0164,内衣,all_season,2,0.7960790991207439,ELIGIBLE,True,5.28937134027212,0.751254158810317,True,1
S01065,SPU_配饰_0165,配饰,all_season,3,0.10758834690279846,ELIGIBLE,True,0.0,0.0,True,1
S01066,SPU_直筒裤_0166,直筒裤,core,5,3.323028828909311,ELIGIBLE,False,0.9169933511143014,0.26909637106273765,False,0
S01067,SPU_束脚裤_0167,束脚裤,core,4,1.9551085830732093,ELIGIBLE,False,2.8723899165408175,0.23704649636479208,False,0
S01068,SPU_锥形裤_0168,锥形裤,core,5,0.11429914778673106,ELIGIBLE,False,3.8432664715968166,0.5437178261544559,True,1
S01069,SPU_羽绒服_0169,羽绒服,winter,4,4.1919572885735334,INELIGIBLE,False,9.823305150800817,0.7073591825052024,False,0
S01070,SPU_棉服_0170,棉服,winter,3,4.956739639253436,INELIGIBLE,False,0.0,0.0,False,0
S01071,SPU_毛呢大_0171,毛呢大衣,winter,4,1.922276783220076,INELIGIBLE,False,0.0,0.0,False,0
S01072,SPU_夹克_0172,夹克,transition,3,0.2763889672561403,INELIGIBLE,False,3.501252591667301,0.0462741412507171,True,1
S01073,SPU_针织衫_0173,针织衫,transition,1,3.389096289721364,INELIGIBLE,False,5.152479243147258,0.39294907269490126,False,0
S01074,SPU_T恤_0174,T恤,summer,1,0.7526664999924942,ELIGIBLE,False,5.3697442289341355,0.47435194787336254,True,1
S01075,SPU_短裤_0175,短裤,summer,5,0.8019686901043044,ELIGIBLE,False,0.0,0.0,True,1
S01076,SPU_短袖_0176,短袖,summer,1,0.7817548266776062,ELIGIBLE,True,9.315894883189898,0.5881701236187622,True,1
S01077,SPU_内衣_0177,内衣,all_season,2,2.490754068049256,ELIGIBLE,False,4.9587573507877085,0.06483697272611835,False,0
S01078,SPU_配饰_0178,配饰,all_season,4,0.815583944774454,ELIGIBLE,False,0.0,0.0,True,1
S01079,SPU_直筒裤_0179,直筒裤,core,5,3.3696311386380704,ELIGIBLE,False,6.780161525590636,0.4525855711966329,False,0
S01080,SPU_束脚裤_0180,束脚裤,core,5,3.0850412487216596,ELIGIBLE,False,1.5734065970252598,0.1283200842640577,False,0
S01081,SPU_锥形裤_0181,锥形裤,core,5,3.7898858466771346,ELIGIBLE,False,7.527166395576412,0.12688408423445896,False,0
S01082,SPU_羽绒服_0182,羽绒服,winter,3,2.8618800350799343,INELIGIBLE,False,0.0,0.0,False,0
S01083,SPU_棉服_0183,棉服,winter,3,0.8269610474154944,INELIGIBLE,True,7.566358037849347,0.2069506645583264,True,1
S01084,SPU_毛呢大_0184,毛呢大衣,winter,2,0.5935415347005938,INELIGIBLE,False,2.5980358106415977,0.5072045624796891,True,1
S01085,SPU_夹克_0185,夹克,transition,5,1.4279225553078336,INELIGIBLE,False,9.629920038589946,0.27349773283094886,False,0
S01086,SPU_针织衫_0186,针织衫,transition,4,0.7029590672404153,INELIGIBLE,False,0.0,0.0,True,1
S01087,SPU_T恤_0187,T恤,summer,4,0.340770853557453,ELIGIBLE,False,0.0,0.0,True,1
S01088,SPU_短裤_0188,短裤,summer,2,1.2316818422351932,ELIGIBLE,True,9.90148372750647,0.5408418057494035,False,0
S01089,SPU_短袖_0189,短袖,summer,4,1.5203449605225279,ELIGIBLE,False,0.0,0.0,False,0
S01090,SPU_内衣_0190,内衣,all_season,3,2.4873341169548984,ELIGIBLE,False,0.010294798456333965,0.12715062662140522,False,0
S01091,SPU_配饰_0191,配饰,all_season,2,2.704725208943892,ELIGIBLE,False,0.0,0.0,False,0
S01092,SPU_直筒裤_0192,直筒裤,core,5,1.8830784511550416,ELIGIBLE,True,6.545112142811353,0.21860762159856748,False,0
S01093,SPU_束脚裤_0193,束脚裤,core,1,1.125209254990065,ELIGIBLE,False,8.573600920924987,0.7716163778161669,False,0
S01094,SPU_锥形裤_0194,锥形裤,core,3,0.8871821183678626,ELIGIBLE,False,2.299546058910862,0.17048376322006664,True,1
S01095,SPU_羽绒服_0195,羽绒服,winter,1,2.4741053748950446,INELIGIBLE,False,9.681934279147217,0.1484204125624969,False,0
S01096,SPU_棉服_0196,棉服,winter,1,0.22292643052889016,INELIGIBLE,False,0.17861892478319374,0.637438262291222,True,1
S01097,SPU_毛呢大_0197,毛呢大衣,winter,4,0.8366782782525495,INELIGIBLE,False,4.815223515125501,0.09384655116991558,True,1
S01098,SPU_夹克_0198,夹克,transition,1,1.9901598224135006,INELIGIBLE,False,1.6082546907819006,0.5212155734418118,False,0
S01099,SPU_针织衫_0199,针织衫,transition,5,0.7380472805097505,INELIGIBLE,False,0.11620539908100636,0.0579575102356471,True,1
S01000,SPU_T恤_0200,T恤,summer,2,3.400082192477215,ELIGIBLE,False,8.601223971892045,0.6238807911146799,False,0
S01001,SPU_短裤_0201,短裤,summer,3,1.4197207136726995,ELIGIBLE,False,1.4249554290151323,0.3991105227610849,False,0
S01002,SPU_短袖_0202,短袖,summer,4,3.2385947339476564,ELIGIBLE,True,5.1771164338471145,0.07029319931586668,False,0
S01003,SPU_内衣_0203,内衣,all_season,5,0.7596112375174671,ELIGIBLE,False,9.774663863147858,0.16068727188983534,True,1
S01004,SPU_配饰_0204,配饰,all_season,2,1.8006009769792404,ELIGIBLE,False,0.0,0.0,False,0
S01005,SPU_直筒裤_0205,直筒裤,core,3,0.8169770421480307,ELIGIBLE,False,6.12944174865606,0.2390687090698511,True,1
S01006,SPU_束脚裤_0206,束脚裤,core,4,3.856347728529711,ELIGIBLE,False,8.148251137465122,0.06409187710774011,False,0
S01007,SPU_锥形裤_0207,锥形裤,core,4,3.3899034505277204,ELIGIBLE,False,0.40754106092472764,0.1311995847915978,False,0
S01008,SPU_羽绒服_0208,羽绒服,winter,3,3.373114593240715,INELIGIBLE,False,6.157420219422428,0.2632139502517298,False,0
S01009,SPU_棉服_0209,棉服,winter,4,4.487331115892484,INELIGIBLE,False,0.0,0.0,False,0
S01010,SPU_毛呢大_0210,毛呢大衣,winter,4,3.8768071130890553,INELIGIBLE,False,9.747931621467831,0.5202605490775495,False,0
S01011,SPU_夹克_0211,夹克,transition,2,1.882244499689293,INELIGIBLE,False,8.404524062769335,0.13935466926260293,False,0
S01012,SPU_针织衫_0212,针织衫,transition,5,3.970826084799924,INELIGIBLE,False,3.7103876298460268,0.7901196509888463,False,0
