str_code,spu_code,sub_cate_name,cluster_id,eligibility_status,current_spu_count,cluster_mean,cluster_std,z_score,is_imbalanced,recommended_quantity_change,eligibility_filtered
36009,SPU_短裤_03464,短裤,29,ELIGIBLE,18.15564837671384,18.15564837671384,0,0,False,0,False
36012,SPU_短袖_03465,短袖,29,ELIGIBLE,4.165379046048095,4.165379046048095,0,0,False,0,False
36017,SPU_配饰_03467,配饰,29,ELIGIBLE,3.069680911044807,3.069680911044807,0,0,False,0,False
42019,SPU_直筒裤_03728,直筒裤,29,ELIGIBLE,22.446295923147776,22.446295923147776,0,0,False,0,False
42071,SPU_短袖_03751,短袖,29,ELIGIBLE,17.651243602754732,17.651243602754732,0,0,False,0,False
42074,SPU_配饰_03753,配饰,29,ELIGIBLE,7.92086315834198,7.92086315834198,0,0,False,0,False
42080,SPU_锥形裤_03756,锥形裤,29,ELIGIBLE,10.330493106768898,10.330493106768898,0,0,False,0,False
42114,SPU_内衣_03778,内衣,29,ELIGIBLE,6.773216105565341,6.773216105565341,0,0,False,0,False
42154,SPU_配饰_03792,配饰,29,ELIGIBLE,21.69519737228507,21.69519737228507,0,0,False,0,False
43039,SPU_短裤_03815,短裤,29,ELIGIBLE,20.0624992518075,20.0624992518075,0,0,False,0,False
43041,SPU_内衣_03817,内衣,29,ELIGIBLE,23.363407863852625,23.363407863852625,0,0,False,0,False
43044,SPU_直筒裤_03819,直筒裤,29,ELIGIBLE,18.06094474836784,18.06094474836784,0,0,False,0,False
43066,SPU_直筒裤_03832,直筒裤,29,ELIGIBLE,3.079548958974489,3.079548958974489,0,0,False,0,False
44092,SPU_锥形裤_03912,锥形裤,29,ELIGIBLE,22.304228892779115,22.304228892779115,0,0,False,0,False
50003,SPU_直筒裤_04209,直筒裤,29,ELIGIBLE,8.677770149874256,8.677770149874256,0,0,False,0,False
50031,SPU_T恤_04217,T恤,29,ELIGIBLE,22.794304001554373,22.794304001554373,0,0,False,0,False
50051,SPU_束脚裤_04223,束脚裤,29,ELIGIBLE,16.360798900859145,16.360798900859145,0,0,False,0,False
50061,SPU_锥形裤_04224,锥形裤,29,ELIGIBLE,8.70844183725131,8.70844183725131,0,0,False,0,False
51020,SPU_短袖_04232,短袖,29,ELIGIBLE,12.609942904554057,12.609942904554057,0,0,False,0,False
51025,SPU_直筒裤_04235,直筒裤,29,ELIGIBLE,3.733233489477631,3.733233489477631,0,0,False,0,False
51041,SPU_T恤_04243,T恤,29,ELIGIBLE,6.574354005513277,6.574354005513277,0,0,False,0,False
51052,SPU_直筒裤_04248,直筒裤,29,ELIGIBLE,12.554237400843336,12.554237400843336,0,0,False,0,False
51056,SPU_锥形裤_04250,锥形裤,29,ELIGIBLE,17.307505723817535,17.307505723817535,0,0,False,0,False
51066,SPU_T恤_04256,T恤,29,ELIGIBLE,17.965997617247663,17.965997617247663,0,0,False,0,False
51071,SPU_短裤_04257,短裤,29,ELIGIBLE,17.40728825429047,17.40728825429047,0,0,False,0,False
51077,SPU_配饰_04260,配饰,29,ELIGIBLE,20.160662367053423,20.160662367053423,0,0,False,0,False
51083,SPU_束脚裤_04262,束脚裤,29,ELIGIBLE,7.6328456698181775,7.6328456698181775,0,0,False,0,False
51085,SPU_锥形裤_04263,锥形裤,29,ELIGIBLE,16.257912807803454,16.257912807803454,0,0,False,0,False
51106,SPU_锥形裤_04276,锥形裤,29,ELIGIBLE,24.878506709567702,24.878506709567702,0,0,False,0,False
51118,SPU_T恤_04282,T恤,29,ELIGIBLE,24.225242670399016,24.225242670399016,0,0,False,0,False
51119,SPU_短裤_04283,短裤,29,ELIGIBLE,16.28797643789971,16.28797643789971,0,0,False,0,False
51124,SPU_短袖_04284,短袖,29,ELIGIBLE,11.617587677924998,11.617587677924998,0,0,False,0,False
51128,SPU_内衣_04285,内衣,29,ELIGIBLE,10.708996785996845,10.708996785996845,0,0,False,0,False
51161,SPU_内衣_04298,内衣,29,ELIGIBLE,21.094832283133226,21.094832283133226,0,0,False,0,False
51177,SPU_短裤_04309,短裤,29,ELIGIBLE,11.652020468497762,11.652020468497762,0,0,False,0,False
51186,SPU_直筒裤_04313,直筒裤,29,ELIGIBLE,14.671811735028669,14.671811735028669,0,0,False,0,False
51192,SPU_锥形裤_04315,锥形裤,29,ELIGIBLE,24.71026955473584,24.71026955473584,0,0,False,0,False
51243,SPU_束脚裤_04340,束脚裤,29,ELIGIBLE,9.737668880929897,9.737668880929897,0,0,False,0,False
11041,SPU_短袖_04505,短袖,29,ELIGIBLE,21.782030035216426,21.782030035216426,0,0,False,0,False
11048,SPU_直筒裤_04508,直筒裤,29,ELIGIBLE,20.027077755227985,20.027077755227985,0,0,False,0,False
11050,SPU_锥形裤_04510,锥形裤,29,ELIGIBLE,13.194726225332,13.194726225332,0,0,False,0,False
11128,SPU_短裤_04530,短裤,29,ELIGIBLE,24.96517320028361,24.96517320028361,0,0,False,0,False
11130,SPU_内衣_04532,内衣,29,ELIGIBLE,23.83662214143577,23.83662214143577,0,0,False,0,False
12003,SPU_束脚裤_04548,束脚裤,29,ELIGIBLE,22.308690784537347,22.308690784537347,0,0,False,0,False
32209,SPU_T恤_04828,T恤,29,ELIGIBLE,9.87161516180902,9.87161516180902,0,0,False,0,False
32210,SPU_短裤_04829,短裤,29,ELIGIBLE,3.6310826200766373,3.6310826200766373,0,0,False,0,False
32213,SPU_内衣_04831,内衣,29,ELIGIBLE,24.954689158250993,24.954689158250993,0,0,False,0,False
32463,SPU_短袖_04973,短袖,29,ELIGIBLE,22.01319573848598,22.01319573848598,0,0,False,0,False
32496,SPU_直筒裤_04989,直筒裤,29,ELIGIBLE,3.1941950661530623,3.1941950661530623,0,0,False,0,False
11046,SPU_束脚裤_00011,束脚裤,20,ELIGIBLE,6.100332949444779,6.100332949444779,0,0,False,0,False
11072,SPU_短袖_00020,短袖,20,ELIGIBLE,20.763683413609375,20.763683413609375,0,0,False,0,False
33090,SPU_锥形裤_00662,锥形裤,20,ELIGIBLE,9.055261982814182,9.055261982814182,0,0,False,0,False
33741,SPU_锥形裤_00987,锥形裤,20,ELIGIBLE,6.84526973343405,6.84526973343405,0,0,False,0,False
34088,SPU_直筒裤_01011,直筒裤,20,ELIGIBLE,13.702620846113303,13.702620846113303,0,0,False,0,False
35011,SPU_T恤_01162,T恤,20,ELIGIBLE,4.3350275169150105,4.3350275169150105,0,0,False,0,False
36159,SPU_配饰_01283,配饰,20,ELIGIBLE,10.567551998960145,10.567551998960145,0,0,False,0,False
36165,SPU_锥形裤_01286,锥形裤,20,ELIGIBLE,7.911618823525941,7.911618823525941,0,0,False,0,False
41138,SPU_锥形裤_01416,锥形裤,20,ELIGIBLE,24.874335686743297,24.874335686743297,0,0,False,0,False
41219,SPU_束脚裤_01454,束脚裤,20,ELIGIBLE,22.04599921634946,22.04599921634946,0,0,False,0,False
42001,SPU_内衣_01477,内衣,20,ELIGIBLE,21.9421940687763,21.9421940687763,0,0,False,0,False
42010,SPU_直筒裤_01479,直筒裤,20,ELIGIBLE,23.342324318913978,23.342324318913978,0,0,False,0,False
42033,SPU_短裤_01488,短裤,20,ELIGIBLE,5.716198622076193,5.716198622076193,0,0,False,0,False
42095,SPU_束脚裤_01519,束脚裤,20,ELIGIBLE,10.16958315466014,10.16958315466014,0,0,False,0,False
